date,species,abundance,habitat,water_temp,salinity,pollution_index,fishing_pressure,climate_risk
2010-01-21,Crab,40,Coastal,20.364127121090917,36.057899141149065,0.8050438799266356,0.9160967224343912,0.7956985346098892
2010-01-22,Turtle,341,Mangrove,20.723154864392892,30.75341084430878,0.5839797003983881,0.5308118392394093,0.28832167191404356
2010-01-23,Turtle,217,Mangrove,23.35285125508032,37.94502959331816,0.566762047366622,0.41593849543480166,0.12311616653787683
2010-01-24,Shark,58,Reef,27.283085350332087,31.285337134378754,0.7728927410783579,0.7865943274602669,0.8057166650187872
2010-01-25,Crab,432,Coastal,22.223823172864233,33.21232027929149,0.34866560273154923,0.5668368459978881,0.48531694101147393
2010-01-26,Crab,493,Open Ocean,29.7081425429445,35.19926626353507,0.4933738291465025,0.7212610849364945,0.8097074910279433
2010-01-27,Starfish,408,Reef,19.463042498380645,36.56256625739869,0.6793574490096506,0.3967695526247168,0.8767613750647353
2010-01-28,Seagrass,171,Reef,31.59354229406428,30.88603951588094,0.30395571008782607,0.5739709798060624,0.8054075569066022
2010-01-29,Starfish,131,Reef,30.524406035741535,36.50722626596065,0.3907811395167834,0.8613205023729459,0.6745752858096274
2010-01-30,Coral,109,Open Ocean,26.253673862442902,35.42351562672814,0.40258307466494747,0.137269490206821,0.06597625801139995
2010-01-31,Seagrass,217,Reef,20.876815216168232,36.77493187333445,0.03411533711326098,0.9461620716627646,0.012917595217221356
2010-02-01,Dolphin,72,Open Ocean,29.325514994757963,37.17059501038011,0.766882838925466,0.8929078147303487,0.012273701426344652
2010-02-02,Dolphin,477,Open Ocean,18.955271332293716,30.69875904442251,0.07052600069641557,0.1660383429196478,0.45906838901293767
2010-02-03,Dolphin,258,Reef,18.920066120192367,30.07344556198465,0.5827351244456817,0.4310989709149353,0.9709135591901294
2010-02-04,Shark,273,Mangrove,23.279622989911335,34.41759083251504,0.05189605638428396,0.15046693276895573,0.7374064356890386
2010-02-05,Seagrass,220,Reef,19.713930105384467,30.061505480318004,0.40731559336099343,0.43208883561718037,0.8311337762008812
2010-02-06,Crab,213,Mangrove,28.680439588797157,37.30668527218669,0.8455259289760865,0.9514059714173342,0.6244932207531956
2010-02-07,Starfish,163,Open Ocean,21.965518526869783,36.318605019624016,0.6818756752646736,0.06884984833886565,0.06333607485856041
2010-02-08,Turtle,254,Coastal,30.492730439649325,34.67000126869586,0.19817843795022816,0.17611178259554727,0.8579460574887617
2010-02-09,Starfish,275,Mangrove,21.763561457820305,30.402471865960383,0.6266269094991744,0.7558085126689182,0.3256855335009289
2010-02-10,Crab,227,Open Ocean,31.19678613242128,31.50062710158859,0.14133670198761927,0.36129592415180734,0.667566659674327
2010-02-11,Shark,396,Mangrove,27.365735440661986,36.868985801705065,0.19634387362544814,0.41945891045952366,0.012288960489453715
2010-02-12,Crab,196,Open Ocean,20.49436106326996,31.735364100842173,0.2689989641796424,0.7701463665829521,0.6089500675622094
2010-02-13,Starfish,473,Reef,24.563229997705953,36.152852988397306,0.8743498130990993,0.9973488423270276,0.07359495237728853
2010-02-14,Starfish,55,Mangrove,23.469883073727953,32.26122008407652,0.9650757706865251,0.8455329665943695,0.39938044031763087
2010-02-15,Starfish,191,Mangrove,19.565219908558014,37.04359624056528,0.8368299040853587,0.8161328740926614,0.5678194513932174
2010-02-16,Coral,283,Coastal,29.553777998322655,30.73349114910476,0.9143315857060444,0.30663051837248567,0.1000905101351629
2010-02-17,Turtle,202,Mangrove,30.48892002513591,31.802311868292158,0.3368447301181342,0.7442213175175459,0.9257877967224274
2010-02-18,Coral,148,Mangrove,21.38869030069127,35.8968844695027,0.530633465326869,0.40683855454521956,0.878781567957016
2010-02-19,Starfish,230,Reef,24.363866939475127,37.85315169793429,0.31797923890732704,0.42174077120238407,0.6904619550469071
2010-02-20,Starfish,159,Mangrove,19.716921310603468,31.11067160580661,0.2649977642503454,0.059003184188146096,0.17456242070127004
2010-02-21,Turtle,451,Mangrove,29.583982233640878,35.57123194613341,0.0006620619666481975,0.9252270718196006,0.28676260696980127
2010-02-22,Seagrass,93,Reef,19.48469329843431,32.85675133418765,0.9009895954330938,0.7820777372999765,0.02663823349379346
2010-02-23,Crab,445,Open Ocean,25.670333967021108,37.34676637533284,0.9526514052261985,0.3862537169840514,0.005532464951308547
2010-02-24,Shark,308,Coastal,27.55843920854413,36.126398384344284,0.26274303461543613,0.5139234084406976,0.2182190980061297
2010-02-25,Starfish,296,Open Ocean,28.77174843076725,37.80178517587475,0.03419926823488628,0.0194776568028453,0.9839148959958838
2010-02-26,Shark,95,Open Ocean,31.691195122826336,35.24147047150908,0.2164674604711161,0.879840265219765,0.032583525933036483
2010-02-27,Coral,7,Open Ocean,26.48417067548973,31.924328457069656,0.4875255773931302,0.31441744879605216,0.0349892810155108
2010-02-28,Starfish,19,Open Ocean,30.855503321115044,35.903201391714504,0.6663371595629556,0.9688019699338596,0.019274653784371987
2010-03-01,Dolphin,100,Reef,20.892933491428924,34.18150677080265,0.29521254921709883,0.4911839119302217,0.7034596021073699
2010-03-02,Turtle,61,Open Ocean,21.752160832172265,36.56693848193981,0.17946772377192033,0.701435355689214,0.03305149013420339
2010-03-03,Coral,315,Reef,28.472166154142023,35.31297198752374,0.21397754827527415,0.7429493884439451,0.35666636349324
2010-03-04,Dolphin,163,Reef,20.39887201508414,34.157694116734184,0.5480077857984257,0.5361986128344246,0.11503094357067412
2010-03-05,Dolphin,423,Open Ocean,21.184703272984127,33.52548474067168,0.9212141182639202,0.2876860960109645,0.08097979408618206
2010-03-06,Turtle,16,Open Ocean,27.46656614564737,31.289487786222786,0.9334385878639643,0.851348566840428,0.9831200460138643
2010-03-07,Crab,11,Coastal,21.21507081235349,33.22823380715574,0.8749351264526091,0.05275499015261775,0.5957764217555652
2010-03-08,Starfish,420,Open Ocean,24.473811064430166,33.214990099204655,0.23313685443989762,0.434515769406443,0.8196471711596677
2010-03-09,Starfish,283,Coastal,28.900059046058132,33.62299043624752,0.6237165056940174,0.6791233756690153,0.6771684433217753
2010-03-10,Dolphin,276,Reef,22.345839126030437,34.83545191926258,0.9641616696836902,0.9508368531461701,0.061967160835588175
2010-03-11,Seagrass,27,Open Ocean,27.51249174272833,36.56579807230628,0.9845863136044148,0.2530935298378628,0.022805098579858463
2010-03-12,Turtle,80,Mangrove,29.229080986385043,32.835176561016134,0.09360377688708998,0.4473975376104593,0.6407537603932876
2010-03-13,Turtle,350,Open Ocean,20.202294121968038,30.572072136024076,0.03420780352161923,0.4725200995787332,0.10003296662865624
2010-03-14,Seagrass,215,Coastal,20.19986866243938,35.5842457732226,0.27891114887086177,0.5404687152847852,0.6328773849192405
2010-03-15,Dolphin,451,Coastal,26.986276492963835,34.90535393397628,0.08328946046636043,0.16345283233088714,0.22229701367462007
2010-03-16,Turtle,414,Mangrove,22.27214446946012,30.488930881244084,0.664506480155138,0.9004118541497527,0.6672783872509026
2010-03-17,Seagrass,88,Mangrove,21.518985941325006,30.40927855744611,0.04725550269650203,0.40405994354007857,0.6870655481238866
2010-03-18,Turtle,340,Mangrove,28.51199393118884,32.14694733713218,0.5938370945515042,0.4315627885397493,0.6282213957208573
2010-03-19,Seagrass,200,Coastal,22.02681460222429,31.809410898948787,0.20713686167748435,0.7048862980791176,0.9448948203244658
2010-03-20,Dolphin,4,Reef,24.502475708270286,37.63601579664213,0.27235098210803943,0.4066641934165022,0.2213079670929472
2010-03-21,Dolphin,244,Reef,31.171100081822956,31.385409641081644,0.8770227626596112,0.9166265524902218,0.2246946550892447
2010-03-22,Dolphin,157,Mangrove,26.239092417026832,31.13824560826213,0.9474921443644291,0.006975935548667822,0.9759376522550252
2010-03-23,Shark,3,Open Ocean,23.474259975917263,30.8987617153989,0.6212810382881254,0.6419361730483567,0.04439407766475634
2010-03-24,Shark,144,Reef,19.491451110351367,34.05705412743959,0.5649660131173697,0.052252577343810946,0.22908196202660336
2010-03-25,Starfish,69,Reef,31.60591829397262,32.62779946204998,0.07074377887656214,0.12729884543619385,0.49531776044984965
2010-03-26,Turtle,461,Coastal,30.283604785046883,36.26531626224712,0.44273763485114326,0.3266059719420744,0.3626620631161718
2010-03-27,Starfish,50,Reef,27.362382979820907,32.8118400819083,0.9146293636461301,0.03788169685015497,0.7510999909087427
2010-03-28,Coral,266,Coastal,30.44381324181656,37.94026659511775,0.5759321508062526,0.18110591176092306,0.7414170721920866
2010-03-29,Crab,12,Reef,29.03556140008016,36.34208412497544,0.6454093247661672,0.0897569630784466,0.10852571830968316
2010-03-30,Dolphin,414,Reef,24.90043100258262,35.87466810484615,0.07791586613485935,0.08641047112872136,0.6062326995526338
2010-03-31,Seagrass,93,Open Ocean,29.01020161736812,32.45900175933439,0.5710517998870266,0.5071306073504369,0.5479162207146513
2010-04-01,Turtle,257,Mangrove,21.129635430346102,32.158491794265146,0.8856035797744629,0.39897932035456096,0.7115118188835854
2010-04-02,Turtle,188,Open Ocean,18.567036958911515,30.085480941705367,0.11597940140200313,0.9911103514951839,0.26785977493661817
2010-04-03,Turtle,64,Reef,20.607129878340565,37.804643858545376,0.7775767692931207,0.00677823702281688,0.6891880841616556
2010-04-04,Crab,36,Coastal,30.658573859847735,30.410291332669487,0.8683047566373492,0.3487246196160434,0.0644510418678016
2010-04-05,Dolphin,170,Coastal,19.547026081657716,37.033463158547434,0.26178413794554267,0.17739378963637298,0.5972998950061171
2010-04-06,Seagrass,365,Open Ocean,28.69095644016246,36.56644193931927,0.3108557902939325,0.44533117833127456,0.9123116449420624
2010-04-07,Starfish,231,Coastal,27.412316915805576,30.74656725211122,0.7155572942370737,0.88256900375084,0.1778140447407821
2010-04-08,Seagrass,242,Reef,28.522608766261122,30.676565915940518,0.47233078529014605,0.8334195268905127,0.5526150356127966
2010-04-09,Starfish,173,Coastal,21.5425298382881,32.30409301957195,0.5712314842358325,0.3901696583424,0.6013804298078622
2010-04-10,Dolphin,336,Open Ocean,22.09596034061498,37.20059290261919,0.3149531694273726,0.42394108311652734,0.9475657176405075
2010-04-11,Starfish,449,Open Ocean,20.685698244952913,34.023098816482815,0.8019176280168457,0.6786205970131738,0.303128838448954
2010-04-12,Dolphin,378,Mangrove,28.51646384976931,31.104287422380803,0.6350013780943156,0.7947716478743365,0.397383525383472
2010-04-13,Crab,484,Reef,21.024455708356008,35.181083873238784,0.28352166751819097,0.6972493214733528,0.01715394148713234
2010-04-14,Seagrass,97,Coastal,24.262443558544938,32.343839420998904,0.18108603005931767,0.49384519923341763,0.5752080628200805
2010-04-15,Crab,147,Reef,18.585063434667866,32.69017989327686,0.1336792062605473,0.8084604039954778,0.9462670760557547
2010-04-16,Crab,182,Reef,30.045698452726835,32.954449335421785,0.43932790012387524,0.35868407492709364,0.2547756044361237
2010-04-17,Coral,474,Reef,21.29761830368205,36.270836730551174,0.23191514449729544,0.5209213724022057,0.9237672109876542
2010-04-18,Shark,219,Reef,20.2369547049024,30.430543975286902,0.2601692786268396,0.6292100529880471,0.47556496324557374
2010-04-19,Shark,348,Mangrove,19.488290590388555,30.502304538219022,0.8077370684491137,0.4860539595262272,0.7370987529599111
2010-04-20,Shark,290,Coastal,26.695454331886815,32.169145758436265,0.28682554160489726,0.6942430476984698,0.4374234480389152
2010-04-21,Shark,84,Open Ocean,18.674325055878633,33.27233235449902,0.09843210954448733,0.11702422127212608,0.14323206729310167
2010-04-22,Dolphin,269,Coastal,21.280279329094586,35.896847241595964,0.47246331464803315,0.6703883734828127,0.2766661650424743
2010-04-23,Crab,60,Mangrove,28.26248674840668,31.247043292065708,0.04226998046336894,0.3955999413635767,0.2905526082958053
2010-04-24,Shark,144,Reef,27.076867214664414,31.696275724982115,0.8753028452694258,0.5087281087432398,0.6919178857669144
2010-04-25,Coral,406,Open Ocean,18.9071032178195,33.164246466804244,0.9798099155030229,0.44856203560167585,0.8745991904434962
2010-04-26,Coral,197,Open Ocean,28.003728973867368,36.22447026076606,0.24307196660401786,0.2878587502689679,0.7220553256593959
2010-04-27,Turtle,136,Reef,29.089138548444087,32.77110834341599,0.9982242078158194,0.6250457487944382,0.08894449484229783
2010-04-28,Coral,142,Open Ocean,27.836352988196133,37.03219089529255,0.7918229159620285,0.9871697724382684,0.6837086031349745
2010-04-29,Shark,105,Open Ocean,19.164074498612287,35.07559551686957,0.8022705774571689,0.9728233916342967,0.804272797432731
2010-04-30,Coral,161,Open Ocean,27.9066168436816,34.89255259080002,0.4444165149070489,0.21233346827990118,0.9982206476393571
2010-05-01,Turtle,372,Open Ocean,19.85288850731241,31.653823695177078,0.6125989350717885,0.8611688503249625,0.780819696929709
2010-05-02,Crab,145,Coastal,25.98238961907198,34.87502259634675,0.24251601447554494,0.3477364230821327,0.8151610969500882
2010-05-03,Dolphin,14,Coastal,23.19598174553291,32.71143956929345,0.46914138803557937,0.8792645184491397,0.9371407476651119
2010-05-04,Shark,36,Open Ocean,29.74966865279505,34.47181875998614,0.1821334257928483,0.6208592310284002,0.7684955281302416
2010-05-05,Turtle,208,Reef,27.72224763960253,34.85081209341316,0.6423174825373226,0.8703595120440241,0.759756558758835
2010-05-06,Dolphin,242,Open Ocean,23.044555786308603,31.685352726827006,0.142679951068319,0.4053239633522341,0.4155321391310529
2010-05-07,Starfish,162,Coastal,28.910876930971042,37.67708192840306,0.026173416911623337,0.8288849641275554,0.39108572259134045
2010-05-08,Seagrass,313,Reef,21.121432200705524,36.30977093642028,0.9138993901981669,0.6482527714082992,0.36282920302175137
2010-05-09,Seagrass,238,Open Ocean,30.092301402981114,33.560672948833385,0.000907880601320521,0.6342030119359919,0.2880722072729688
2010-05-10,Crab,415,Reef,23.40797845512273,30.533291768738273,0.021683983249690897,0.3870574031054942,0.3232628396869577
2010-05-11,Dolphin,471,Open Ocean,28.569149573431947,30.871720925071298,0.6458076562175623,0.1360179534685586,0.5793513789758981
2010-05-12,Turtle,245,Coastal,21.22643343034496,31.72830482050798,0.5796428406299675,0.6838703609281546,0.3253591982925641
2010-05-13,Coral,437,Open Ocean,25.087770436607766,36.92079841725341,0.09761337205030785,0.7667994922690565,0.5738806289655067
2010-05-14,Shark,41,Mangrove,18.334087429480004,37.746452283695554,0.06642645168738093,0.3045971125994439,0.6973214243990523
2010-05-15,Turtle,287,Coastal,24.847635019269788,36.62003417517115,0.1697625110278802,0.7480574553086599,0.6338627100809646
2010-05-16,Coral,395,Reef,31.253988068304693,31.318295470669156,0.6591638735825903,0.9775707234364096,0.7521304524719371
2010-05-17,Coral,70,Mangrove,18.057040541829995,37.65427044934987,0.8083426156065144,0.5962715694193229,0.4496359293029779
2010-05-18,Crab,447,Reef,26.380296523346175,36.94388608785597,0.9476984883808349,0.8443996071096542,0.9238619853707892
2010-05-19,Shark,70,Coastal,29.56086951562278,37.87349332730202,0.8781106175705483,0.9777511645328326,0.6712602298935716
2010-05-20,Starfish,280,Mangrove,20.761127663436056,32.8402161714667,0.7262478239264948,0.829878041041495,0.7184589849254046
2010-05-21,Shark,456,Mangrove,30.15120295863663,33.88733351926502,0.10566861246262382,0.8199318746285376,0.8969816919620043
2010-05-22,Dolphin,248,Coastal,30.068837341401828,31.398868874359913,0.918445188636126,0.5914916293967085,0.373390832062222
2010-05-23,Shark,308,Mangrove,22.479190230332733,34.65727306135446,0.7858847756785529,0.9507329981090035,0.4322124774053453
2010-05-24,Crab,283,Coastal,25.432955122317345,31.994382760341292,0.4506799070278775,0.9794701286101075,0.9228917427673663
2010-05-25,Crab,180,Reef,26.533769634687367,31.816640274875,0.2964888410327171,0.8380360673923777,0.00014229025689493913
2010-05-26,Coral,453,Reef,25.066418127694995,36.81364084317251,0.8335300119396141,0.1812058057585687,0.012840051061390745
2010-05-27,Coral,100,Open Ocean,20.487955631164184,31.6467815393912,0.734998248583801,0.6675572446838369,0.38264003614096753
2010-05-28,Coral,355,Mangrove,29.59879000622936,35.83825664985676,0.28687064197445034,0.2487580439686542,0.8258274909572
2010-05-29,Shark,185,Reef,25.434011496337348,31.420696336822097,0.02493477996686866,0.9075631964880222,0.982238577118914
2010-05-30,Crab,274,Open Ocean,20.813198022009672,34.4874004988543,0.966340813290374,0.7864711153639481,0.0681116324328529
2010-05-31,Turtle,232,Mangrove,27.445714470525093,33.73825915985872,0.6491634212605009,0.183031337751834,0.18566238304411842
2010-06-01,Shark,212,Coastal,27.212729489045934,30.20856525970614,0.08653416225310706,0.3897546773602729,0.32480559266020337
2010-06-02,Seagrass,259,Reef,20.794787238195866,30.15206127707551,0.5330967822467269,0.5966485534783983,0.4643691455953325
2010-06-03,Shark,493,Coastal,22.508588000140655,33.81217311054651,0.8171785521118053,0.03030723217095732,0.3858087486226376
2010-06-04,Coral,209,Mangrove,31.320064227932924,34.54931700044244,0.7123894097497906,0.7577978138810297,0.39898424505661223
2010-06-05,Starfish,146,Open Ocean,24.801570181648856,32.48579075020923,0.7348968291428132,0.6921862682854067,0.6596934195921833
2010-06-06,Crab,163,Open Ocean,29.942655275165826,31.46978958762811,0.6224546551347966,0.506727389712289,0.5542690969986366
2010-06-07,Turtle,185,Open Ocean,29.565375069560478,35.44169814046158,0.36432742830032216,0.045711070259436215,0.3640763872029844
2010-06-08,Coral,78,Reef,22.86432165731633,31.715833677002898,0.4463231898843555,0.9674223670680533,0.7021432677388715
2010-06-09,Dolphin,335,Reef,28.14006712970199,31.930532228183388,0.06889757143277941,0.5078042303486658,0.24055613633352813
2010-06-10,Starfish,416,Coastal,21.553196594144087,31.53993333081138,0.4766195100235566,0.7537170506302476,0.020942361645837848
2010-06-11,Crab,476,Open Ocean,20.55462219322153,37.67677721507089,0.9018911140129893,0.7780642608523544,0.8966066583854093
2010-06-12,Starfish,388,Coastal,25.09286452740727,37.513300596897714,0.08857113061418787,0.927678645613668,0.5544496222265791
2010-06-13,Shark,226,Mangrove,23.327761305041722,37.625893724154814,0.12369249987908981,0.6064767626165389,0.3313559732777498
2010-06-14,Dolphin,123,Open Ocean,25.000602580161054,30.641173393446614,0.16544524695384666,0.02442389528222888,0.8732810156638974
2010-06-15,Crab,135,Reef,31.54432912981633,35.37530441020144,0.0001492689119091395,0.4954415903480781,0.11424012269055783
2010-06-16,Starfish,374,Coastal,31.78902312700213,37.385705077613395,0.742037724336498,0.7014356483710517,0.7986854486120054
2010-06-17,Starfish,58,Open Ocean,23.40669138601428,30.336762398635898,0.4559102536344404,0.2496542409717395,0.3302271160715835
2010-06-18,Turtle,386,Coastal,30.932979862038017,32.1147619280304,0.5929710583477408,0.385592541717069,0.6622936445769864
2010-06-19,Dolphin,141,Mangrove,26.118022508590908,32.80739166261164,0.18221564551784908,0.49145865699849345,0.2701723608533585
2010-06-20,Coral,264,Reef,30.604259085224264,30.92948176295676,0.10589198474363515,0.9390929486892902,0.7939904715529861
2010-06-21,Starfish,123,Reef,20.544867425780126,35.44158723490167,0.19177205227888017,0.3212497590264669,0.24127163424278364
2010-06-22,Turtle,499,Coastal,31.06216483099441,32.39595391221601,0.809288203810231,0.9061928938175756,0.9317512059222661
2010-06-23,Dolphin,101,Mangrove,23.161134700406897,37.801508967846864,0.9332187437343638,0.41653113308159406,0.3482479202394996
2010-06-24,Starfish,89,Mangrove,28.019744165260132,37.91820355179096,0.4550794260397698,0.5016378017204084,0.07678568708635292
2010-06-25,Coral,24,Reef,23.143264338041142,33.955883999531906,0.39793796070632903,0.8354979022378641,0.10464891699977319
2010-06-26,Starfish,313,Coastal,27.239914638439153,31.664096647287366,0.6223602685473839,0.6176952315499459,0.8779921429733862
2010-06-27,Turtle,451,Reef,23.89501309584879,33.98274647804348,0.9006479779141773,0.36200435376749696,0.8285667590223752
2010-06-28,Dolphin,3,Reef,25.43454672718297,32.23257680958564,0.5948718611352922,0.39504993703956826,0.43984443182339505
2010-06-29,Crab,164,Reef,22.994858506537003,32.761713061997774,0.2614260434787935,0.4499696591707747,0.8471205628931133
2010-06-30,Crab,402,Coastal,19.44531265427842,31.49496127371856,0.19925162979733668,0.7610408752284388,0.8834151034837884
2010-07-01,Dolphin,24,Reef,25.337365577838277,37.56873422507726,0.035828048604038876,0.8306616964469231,0.32178518950509194
2010-07-02,Shark,153,Mangrove,31.622716022441907,35.6093944279857,0.45692439036161414,0.026195684956146437,0.15771229524469021
2010-07-03,Coral,376,Open Ocean,19.6846924744886,33.36068655557884,0.4139919293426897,0.4631344133108264,0.6082502414455194
2010-07-04,Starfish,359,Reef,18.135003354265518,30.013196384403084,0.16148605142268002,0.3593483457732949,0.19307109465730998
2010-07-05,Coral,73,Open Ocean,28.022506751411623,35.29440058156257,0.06412821107186284,0.18627110540288438,0.9108852147969907
2010-07-06,Turtle,182,Open Ocean,18.235707235194877,31.00465439799603,0.9016922741373414,0.1906823439668338,0.05821345164995706
2010-07-07,Shark,371,Mangrove,19.33282169045183,33.98222747358768,0.3340155305495728,0.7480830000819471,0.7891110325732174
2010-07-08,Turtle,158,Open Ocean,26.506556756111117,35.2095385572442,0.8539732500877306,0.22578143948231222,0.38278147338664426
2010-07-09,Seagrass,259,Coastal,21.36828716477964,35.01736627073387,0.5718272182173629,0.836162752456348,0.08458036399887925
2010-07-10,Dolphin,189,Reef,24.308927455750258,34.50412880525593,0.036894920958619126,0.4031218413073675,0.46456558449831875
2010-07-11,Seagrass,81,Coastal,24.276846274263796,30.406057911327345,0.524959116522662,0.45400219468886127,0.22480434617384104
2010-07-12,Coral,117,Mangrove,29.09567439509067,36.63878765083259,0.30330472527326324,0.21207207198642364,0.12625422327581692
2010-07-13,Coral,362,Reef,18.98932452357027,35.6384237965008,0.09482536244921402,0.19915430571921855,0.14960322752352984
2010-07-14,Turtle,481,Reef,28.214885600879978,34.71687321721912,0.25404199860499166,0.4138032517991215,0.923094992641529
2010-07-15,Dolphin,399,Coastal,21.643006033294274,31.778732872852366,0.7671812416615255,0.9083148648374667,0.8919241935758964
2010-07-16,Shark,49,Mangrove,26.75091299578102,33.79493015077576,0.31259608978847586,0.5903404336075496,0.7028453188165102
2010-07-17,Shark,235,Mangrove,20.87260355895207,33.04970410225042,0.5064695489067167,0.7781462133528282,0.36618514466537655
2010-07-18,Shark,166,Reef,26.896589622546855,35.545034877150115,0.11242822020660559,0.23479935216818537,0.35384716687676276
2010-07-19,Shark,495,Coastal,19.672446632723776,37.94475164496095,0.7590174043435899,0.5277570782407395,0.055857783752416346
2010-07-20,Dolphin,173,Mangrove,22.440621695674913,33.724999546007616,0.9873700047602317,0.9500951577510827,0.2714938720115557
2010-07-21,Turtle,421,Open Ocean,18.197755517399074,37.7196554295065,0.42113532267616716,0.10130732365518358,0.9486819783994335
2010-07-22,Crab,5,Reef,28.35312918282579,33.1423746896744,0.9889714773225283,0.3242750540659112,0.1830746104438009
2010-07-23,Shark,277,Mangrove,31.71295336122943,33.61164245302557,0.05540928012613977,0.30604837114768646,0.7477731289022296
2010-07-24,Shark,17,Reef,19.335626761495817,30.64076123083492,0.4875853554756,0.8654274745773713,0.49336573472179246
2010-07-25,Turtle,235,Reef,30.17655035133633,32.826659991867444,0.7322946061950523,0.7982488031923722,0.04745388853892196
2010-07-26,Coral,456,Coastal,25.617619457776257,36.28582032685833,0.06964284739882654,0.7584223828165363,0.2572263476395742
2010-07-27,Shark,298,Open Ocean,25.761606243941827,33.2164994636333,0.046478068073477985,0.8124008338462588,0.5367416954165095
2010-07-28,Turtle,241,Reef,25.59484883754436,31.714671887496156,0.45747429569852516,0.5800882093246079,0.3409644195959558
2010-07-29,Seagrass,207,Coastal,20.37725679068373,31.43929294954138,0.5175662057270572,0.7848535133977129,0.052713183402800956
2010-07-30,Coral,101,Reef,18.791001403751753,30.837699444642915,0.7244402002536063,0.9037647471581777,0.6986463561016986
2010-07-31,Coral,485,Coastal,27.05988098486614,37.80265076188015,0.4782848902368184,0.21628366666179522,0.3489763125406331
2010-08-01,Starfish,397,Open Ocean,28.079437773191025,34.58936771387406,0.7972719777351399,0.651240351679343,0.7718141697362851
2010-08-02,Turtle,12,Open Ocean,22.43746941744316,31.761590713316096,0.5655015529438512,0.5333030784276757,0.6381884562364413
2010-08-03,Crab,371,Reef,28.256356645598984,35.96158198721958,0.2699458118524941,0.4706544935231298,0.18123035866443915
2010-08-04,Coral,220,Coastal,30.146823988804748,31.49925354701881,0.0869451075618477,0.9506200822976911,0.3412336402351961
2010-08-05,Shark,461,Mangrove,29.453061323835826,33.00816305184203,0.541123167886717,0.9079208611292235,0.9098772937720667
2010-08-06,Dolphin,99,Reef,22.9840279707672,34.28902708648108,0.8895766031643296,0.8965361033608674,0.3834253765616248
2010-08-07,Coral,123,Open Ocean,27.015070468153,35.18421761479329,0.8813990186148138,0.22139941944813146,0.2698657120646921
2010-08-08,Dolphin,194,Open Ocean,27.63466999437783,36.26555635190067,0.9681609779245701,0.04412981819417805,0.6900446624135413
2010-08-09,Seagrass,392,Open Ocean,23.122538298056384,37.791870911927454,0.35347654921214156,0.03506717014336924,0.21699046845503334
2010-08-10,Coral,411,Mangrove,30.075513738121224,36.85023181599501,0.14129463781967866,0.16271215831656438,0.5932263783345831
2010-08-11,Crab,291,Coastal,22.823565836413927,32.157834385562765,0.4439997391415982,0.7966799380621102,0.0895025178438702
2010-08-12,Shark,499,Open Ocean,29.06390551612529,31.315302070453804,0.7791984335295533,0.675844103517986,0.27691738016713563
