date,species,abundance,habitat,water_temp,salinity,human_pressure,protected_area
2010-04-22,Dolphin,269,Coastal,21.280279329094586,35.896847241595964,0.8521189886775115,0
2010-04-23,Crab,60,Mangrove,28.26248674840668,31.247043292065708,0.9110709781969715,1
2010-04-24,Shark,144,Reef,27.076867214664414,31.696275724982115,0.4581970364481813,0
2010-04-25,Coral,406,Open Ocean,18.9071032178195,33.164246466804244,0.07917086720747046,0
2010-04-26,Coral,197,Open Ocean,28.003728973867368,36.22447026076606,0.5340490511854342,0
2010-04-27,Turtle,136,Reef,29.089138548444087,32.77110834341599,0.01592137346468747,1
2010-04-28,Coral,142,Open Ocean,27.836352988196133,37.03219089529255,0.21864192640833424,0
2010-04-29,Shark,105,Open Ocean,19.164074498612287,35.07559551686957,0.7641313854900337,1
2010-04-30,Coral,161,Open Ocean,27.9066168436816,34.89255259080002,0.22786350086295915,1
2010-05-01,Turtle,372,Open Ocean,19.85288850731241,31.653823695177078,0.15790534466606854,1
2010-05-02,Crab,145,Coastal,25.98238961907198,34.87502259634675,0.10180561452798076,0
2010-05-03,Dolphin,14,Coastal,23.19598174553291,32.71143956929345,0.8359296562430243,0
2010-05-04,Shark,36,Open Ocean,29.74966865279505,34.47181875998614,0.3637868623983743,0
2010-05-05,Turtle,208,Reef,27.72224763960253,34.85081209341316,0.8448331984206806,1
2010-05-06,Dolphin,242,Open Ocean,23.044555786308603,31.685352726827006,0.1555445779630017,1
2010-05-07,Starfish,162,Coastal,28.910876930971042,37.67708192840306,0.1013912282786571,0
2010-05-08,Seagrass,313,Reef,21.121432200705524,36.30977093642028,0.8269786441802911,1
2010-05-09,Seagrass,238,Open Ocean,30.092301402981114,33.560672948833385,0.8017911673996666,0
2010-05-10,Crab,415,Reef,23.40797845512273,30.533291768738273,0.19327105962776125,0
2010-05-11,Dolphin,471,Open Ocean,28.569149573431947,30.871720925071298,0.8075772769013901,1
2010-05-12,Turtle,245,Coastal,21.22643343034496,31.72830482050798,0.5893635504336714,0
2010-05-13,Coral,437,Open Ocean,25.087770436607766,36.92079841725341,0.36256976386285944,0
2010-05-14,Shark,41,Mangrove,18.334087429480004,37.746452283695554,0.8197943796612426,1
2010-05-15,Turtle,287,Coastal,24.847635019269788,36.62003417517115,0.06169144779080937,0
2010-05-16,Coral,395,Reef,31.253988068304693,31.318295470669156,0.13681810382328785,0
2010-05-17,Coral,70,Mangrove,18.057040541829995,37.65427044934987,0.084862747593075,1
2010-05-18,Crab,447,Reef,26.380296523346175,36.94388608785597,0.5540843620241183,1
2010-05-19,Shark,70,Coastal,29.56086951562278,37.87349332730202,0.9279453968239034,0
2010-05-20,Starfish,280,Mangrove,20.761127663436056,32.8402161714667,0.7500653364656296,1
2010-05-21,Shark,456,Mangrove,30.15120295863663,33.88733351926502,0.9436642764672311,0
2010-05-22,Dolphin,248,Coastal,30.068837341401828,31.398868874359913,0.11845212928965232,0
2010-05-23,Shark,308,Mangrove,22.479190230332733,34.65727306135446,0.2377776494372691,1
2010-05-24,Crab,283,Coastal,25.432955122317345,31.994382760341292,0.9501058707470185,1
2010-05-25,Crab,180,Reef,26.533769634687367,31.816640274875,0.02937827725039388,1
2010-05-26,Coral,453,Reef,25.066418127694995,36.81364084317251,0.9404125966917894,1
2010-05-27,Coral,100,Open Ocean,20.487955631164184,31.6467815393912,0.6185562073568541,1
2010-05-28,Coral,355,Mangrove,29.59879000622936,35.83825664985676,0.46987464841109905,0
2010-05-29,Shark,185,Reef,25.434011496337348,31.420696336822097,0.19894007128231384,0
2010-05-30,Crab,274,Open Ocean,20.813198022009672,34.4874004988543,0.5713659866373973,0
2010-05-31,Turtle,232,Mangrove,27.445714470525093,33.73825915985872,0.7268811865679896,1
2010-06-01,Shark,212,Coastal,27.212729489045934,30.20856525970614,0.9212278307327441,1
2010-06-02,Seagrass,259,Reef,20.794787238195866,30.15206127707551,0.5015353129523114,1
2010-06-03,Shark,493,Coastal,22.508588000140655,33.81217311054651,0.24208738120889328,1
2010-06-04,Coral,209,Mangrove,31.320064227932924,34.54931700044244,0.2805171571845727,0
2010-06-05,Starfish,146,Open Ocean,24.801570181648856,32.48579075020923,0.9655745500807533,1
2010-06-06,Crab,163,Open Ocean,29.942655275165826,31.46978958762811,0.24800013404864252,0
2010-06-07,Turtle,185,Open Ocean,29.565375069560478,35.44169814046158,0.5614358032703194,1
2010-06-08,Coral,78,Reef,22.86432165731633,31.715833677002898,0.7923029917351658,1
2010-06-09,Dolphin,335,Reef,28.14006712970199,31.930532228183388,0.2776918795113139,0
2010-06-10,Starfish,416,Coastal,21.553196594144087,31.53993333081138,0.5467597848124319,0
2010-06-11,Crab,476,Open Ocean,20.55462219322153,37.67677721507089,0.11978850121521933,0
2010-06-12,Starfish,388,Coastal,25.09286452740727,37.513300596897714,0.05798849512577675,0
2010-06-13,Shark,226,Mangrove,23.327761305041722,37.625893724154814,0.03174285505776353,0
2010-06-14,Dolphin,123,Open Ocean,25.000602580161054,30.641173393446614,0.2414762735439604,0
2010-06-15,Crab,135,Reef,31.54432912981633,35.37530441020144,0.18103015650530985,1
2010-06-16,Starfish,374,Coastal,31.78902312700213,37.385705077613395,0.38822192205924444,0
2010-06-17,Starfish,58,Open Ocean,23.40669138601428,30.336762398635898,0.36390541205881877,0
2010-06-18,Turtle,386,Coastal,30.932979862038017,32.1147619280304,0.14045145367774192,0
2010-06-19,Dolphin,141,Mangrove,26.118022508590908,32.80739166261164,0.25061083862421407,0
2010-06-20,Coral,264,Reef,30.604259085224264,30.92948176295676,0.5578336401291393,1
2010-06-21,Starfish,123,Reef,20.544867425780126,35.44158723490167,0.5038030986154861,0
2010-06-22,Turtle,499,Coastal,31.06216483099441,32.39595391221601,0.3370935359944205,1
2010-06-23,Dolphin,101,Mangrove,23.161134700406897,37.801508967846864,0.4557579117407736,0
2010-06-24,Starfish,89,Mangrove,28.019744165260132,37.91820355179096,0.8063506415925162,1
2010-06-25,Coral,24,Reef,23.143264338041142,33.955883999531906,0.7046956031984384,0
2010-06-26,Starfish,313,Coastal,27.239914638439153,31.664096647287366,0.6146716151138917,0
2010-06-27,Turtle,451,Reef,23.89501309584879,33.98274647804348,0.39298798324544637,1
2010-06-28,Dolphin,3,Reef,25.43454672718297,32.23257680958564,0.8761898272181103,0
2010-06-29,Crab,164,Reef,22.994858506537003,32.761713061997774,0.4959667794526412,1
2010-06-30,Crab,402,Coastal,19.44531265427842,31.49496127371856,0.06558835105888217,0
2010-07-01,Dolphin,24,Reef,25.337365577838277,37.56873422507726,0.5178654295632819,1
2010-07-02,Shark,153,Mangrove,31.622716022441907,35.6093944279857,0.5841326899338823,0
2010-07-03,Coral,376,Open Ocean,19.6846924744886,33.36068655557884,0.05536731571579068,1
2010-07-04,Starfish,359,Reef,18.135003354265518,30.013196384403084,0.19424827140784495,1
2010-07-05,Coral,73,Open Ocean,28.022506751411623,35.29440058156257,0.26578782181179184,1
2010-07-06,Turtle,182,Open Ocean,18.235707235194877,31.00465439799603,0.40486695419766583,1
2010-07-07,Shark,371,Mangrove,19.33282169045183,33.98222747358768,0.8237833343715688,0
2010-07-08,Turtle,158,Open Ocean,26.506556756111117,35.2095385572442,0.4853379406280913,0
2010-07-09,Seagrass,259,Coastal,21.36828716477964,35.01736627073387,0.6481046268315234,0
2010-07-10,Dolphin,189,Reef,24.308927455750258,34.50412880525593,0.275873907709726,1
2010-07-11,Seagrass,81,Coastal,24.276846274263796,30.406057911327345,0.1718695083660854,0
2010-07-12,Coral,117,Mangrove,29.09567439509067,36.63878765083259,0.35757144570695343,0
2010-07-13,Coral,362,Reef,18.98932452357027,35.6384237965008,0.1713172886423957,1
2010-07-14,Turtle,481,Reef,28.214885600879978,34.71687321721912,0.3545656481123963,1
2010-07-15,Dolphin,399,Coastal,21.643006033294274,31.778732872852366,0.7984194496868245,0
2010-07-16,Shark,49,Mangrove,26.75091299578102,33.79493015077576,0.4327359929263873,0
2010-07-17,Shark,235,Mangrove,20.87260355895207,33.04970410225042,0.5289739092153094,1
2010-07-18,Shark,166,Reef,26.896589622546855,35.545034877150115,0.24525036100649178,1
2010-07-19,Shark,495,Coastal,19.672446632723776,37.94475164496095,0.34510536545875714,1
2010-07-20,Dolphin,173,Mangrove,22.440621695674913,33.724999546007616,0.05950617138693215,0
2010-07-21,Turtle,421,Open Ocean,18.197755517399074,37.7196554295065,0.5480916983802878,0
2010-07-22,Crab,5,Reef,28.35312918282579,33.1423746896744,0.31836968164619595,1
2010-07-23,Shark,277,Mangrove,31.71295336122943,33.61164245302557,0.6250378385525519,0
2010-07-24,Shark,17,Reef,19.335626761495817,30.64076123083492,0.9754851925829434,1
2010-07-25,Turtle,235,Reef,30.17655035133633,32.826659991867444,0.9404775646105566,1
2010-07-26,Coral,456,Coastal,25.617619457776257,36.28582032685833,0.3715588218518687,0
2010-07-27,Shark,298,Open Ocean,25.761606243941827,33.2164994636333,0.8055127145264015,0
2010-07-28,Turtle,241,Reef,25.59484883754436,31.714671887496156,0.6369708317528993,0
2010-07-29,Seagrass,207,Coastal,20.37725679068373,31.43929294954138,0.3342524181625598,1
2010-07-30,Coral,101,Reef,18.791001403751753,30.837699444642915,0.29337403679313034,1
2010-07-31,Coral,485,Coastal,27.05988098486614,37.80265076188015,0.8245453970993412,1
2010-08-01,Starfish,397,Open Ocean,28.079437773191025,34.58936771387406,0.055818485063595547,1
2010-08-02,Turtle,12,Open Ocean,22.43746941744316,31.761590713316096,0.8857220835121431,1
2010-08-03,Crab,371,Reef,28.256356645598984,35.96158198721958,0.5251557052454158,0
2010-08-04,Coral,220,Coastal,30.146823988804748,31.49925354701881,0.5446429712758565,1
2010-08-05,Shark,461,Mangrove,29.453061323835826,33.00816305184203,0.7404878426099886,0
2010-08-06,Dolphin,99,Reef,22.9840279707672,34.28902708648108,0.9885854941512464,1
2010-08-07,Coral,123,Open Ocean,27.015070468153,35.18421761479329,0.4736834137180972,0
2010-08-08,Dolphin,194,Open Ocean,27.63466999437783,36.26555635190067,0.5211723506394178,0
2010-08-09,Seagrass,392,Open Ocean,23.122538298056384,37.791870911927454,0.49630850772984436,1
2010-08-10,Coral,411,Mangrove,30.075513738121224,36.85023181599501,0.673923934632556,1
2010-08-11,Crab,291,Coastal,22.823565836413927,32.157834385562765,0.41552530061605286,1
2010-08-12,Shark,499,Open Ocean,29.06390551612529,31.315302070453804,0.48014977548657667,0
2010-08-13,Coral,461,Open Ocean,20.983225277368923,34.54399865903388,0.7955044093654162,1
2010-08-14,Crab,426,Mangrove,28.485794402640334,34.1608926389346,0.03907435664783432,1
2010-08-15,Shark,143,Coastal,24.932723918863253,31.80065187837514,0.3407802599371469,0
2010-08-16,Turtle,332,Mangrove,26.94578312588422,30.48591308244491,0.5795860487165864,0
2010-08-17,Turtle,57,Coastal,21.285535216433786,33.01347843979995,0.84766227415726,1
2010-08-18,Crab,459,Mangrove,23.61662839589189,36.492658999963226,0.13451388296738453,1
2010-08-19,Coral,395,Coastal,24.831186300799814,32.4939857899948,0.8918204006540079,0
2010-08-20,Dolphin,166,Mangrove,31.43553975673504,33.70877055069961,0.5257517117639121,1
2010-08-21,Turtle,262,Reef,20.814746770525396,36.92948231050486,0.5591431102741287,0
2010-08-22,Starfish,422,Coastal,24.551298369055676,37.201838874854026,0.4963453988384915,1
2010-08-23,Turtle,137,Open Ocean,30.727595448043843,31.66281973623595,0.41093445295695274,1
2010-08-24,Coral,343,Coastal,22.468661586355857,35.74261572686021,0.3211015286759539,0
2010-08-25,Starfish,113,Open Ocean,23.325424348345248,30.411566622355515,0.9208984194075354,1
2010-08-26,Crab,293,Open Ocean,23.975342232516013,35.026332325986836,0.9580700368479524,0
2010-08-27,Dolphin,171,Coastal,25.50518158595447,35.00620704263358,0.7485933258532045,0
2010-08-28,Seagrass,211,Open Ocean,18.05397847921554,32.380797049840325,0.6204693825141965,1
2010-08-29,Seagrass,206,Coastal,18.013355936017245,35.21415380643964,0.33111027567989426,0
2010-08-30,Crab,95,Open Ocean,21.95865753248705,30.77278420274239,0.010521976183989534,0
2010-08-31,Crab,316,Open Ocean,31.580267179466105,32.82199704729281,0.5492071274205792,1
2010-09-01,Shark,69,Open Ocean,24.514639287628686,35.72495690452555,6.889310676605476e-05,0
2010-09-02,Coral,227,Mangrove,31.758977346643043,35.28251148714173,0.6774657537265016,0
2010-09-03,Shark,468,Coastal,22.109143065127785,37.769936730723394,0.8398955666536896,0
2010-09-04,Shark,32,Open Ocean,31.829801342794134,32.94961646763443,0.5633765920174416,0
2010-09-05,Starfish,435,Reef,26.238931264729683,30.2186798749299,0.039489295987561124,0
2010-09-06,Crab,384,Mangrove,19.481698627157808,31.046354519960676,0.7359532830974436,1
2010-09-07,Crab,276,Mangrove,26.238022626833438,35.161562643452754,0.91423257466179,0
2010-09-08,Shark,288,Reef,28.303119556825386,30.104777316904624,0.2895380270425838,1
2010-09-09,Crab,321,Reef,25.15187600106291,33.997815137974705,0.6082259759297907,0
2010-09-10,Turtle,423,Reef,18.745630589290784,37.180130089686045,0.6586640758747355,1
2010-09-11,Starfish,439,Coastal,22.48708020539845,31.33031486158253,0.7512527704114061,1
2010-09-12,Coral,113,Coastal,29.150628808218592,35.772641741175235,0.5025847504881532,0
2010-09-13,Starfish,281,Coastal,21.08046344889758,33.92317908333003,0.8019644650778687,0
2010-09-14,Turtle,20,Reef,28.579211382384194,34.63095483850077,0.9161225727641907,1
2010-09-15,Dolphin,50,Coastal,21.030952967512572,37.15206507445172,0.12518586802023435,0
2010-09-16,Seagrass,320,Mangrove,21.652982493592752,34.88205942911056,0.1194240755961532,0
2010-09-17,Shark,206,Coastal,22.388912677271968,37.33019510951582,0.9528893472789066,0
2010-09-18,Coral,494,Coastal,30.06290576102475,30.782084363994265,0.15857616257259577,0
2010-09-19,Turtle,142,Reef,25.88864687033977,36.41042025562856,0.29360929931825896,0
2010-09-20,Crab,198,Mangrove,18.811258565645385,32.849773887540216,0.5314880124005144,1
2010-09-21,Crab,95,Open Ocean,30.024294879345426,32.1831130712239,0.9295769368598399,0
2010-09-22,Shark,395,Reef,30.92751804313328,34.469075903544365,0.3833439359211186,1
2010-09-23,Turtle,12,Mangrove,28.43967763169104,33.10435449286301,0.3708531391304566,0
2010-09-24,Crab,379,Reef,24.898748228787188,37.16810293077655,0.7976775435864879,1
2010-09-25,Seagrass,10,Reef,21.41739736310193,31.190011618313218,0.31270401041703244,0
2010-09-26,Crab,61,Open Ocean,26.042135932427293,34.55877198699898,0.7705828620060923,0
2010-09-27,Crab,91,Mangrove,25.215042965403292,37.90852037315679,0.7952202647075653,0
2010-09-28,Turtle,250,Open Ocean,30.598705762816266,34.07279972012183,0.8001837673449317,0
2010-09-29,Coral,220,Reef,20.202223647349403,34.97397182745858,0.2018747960644487,1
2010-09-30,Crab,79,Mangrove,24.890455272587367,34.91607638592316,0.3378406403651625,0
2010-10-01,Turtle,187,Coastal,24.743856623271775,37.93447551725964,0.023541401481011137,0
2010-10-02,Seagrass,469,Mangrove,25.709836863686252,37.257224264682975,0.7039752072936477,0
2010-10-03,Dolphin,63,Reef,20.649574652980995,30.69956631248515,0.968216864325668,1
2010-10-04,Shark,9,Coastal,24.701395155855465,32.025141501589715,0.8436018719968779,0
2010-10-05,Seagrass,95,Open Ocean,20.431794774856506,37.48216177041829,0.8775338396322322,1
2010-10-06,Seagrass,255,Mangrove,25.81454510428431,34.26627878431617,0.9578509178441564,0
2010-10-07,Turtle,77,Reef,29.3922014356619,36.938630020741016,0.41467024744078296,1
2010-10-08,Seagrass,350,Coastal,18.243856835197832,37.54947213517354,0.3449561942334508,0
2010-10-09,Turtle,481,Reef,31.25945659439047,33.466056776531204,0.3817079456934471,0
2010-10-10,Shark,71,Reef,24.636925628071033,34.91186284963902,0.6321223122678119,0
2010-10-11,Starfish,486,Reef,25.08459187318948,30.682114494581686,0.1357423881258566,1
2010-10-12,Seagrass,397,Reef,23.45573975608426,35.87719181325855,0.511104442541748,0
2010-10-13,Dolphin,266,Mangrove,26.654548509625414,32.00931920422785,0.4592553671516484,0
2010-10-14,Shark,24,Coastal,30.730305117768964,31.810729233685695,0.9417535928285486,1
2010-10-15,Shark,281,Coastal,30.302906738319205,36.34354948990283,0.327692275927563,0
2010-10-16,Crab,107,Open Ocean,29.729357324008156,35.94679532178536,0.5663840982108181,1
2010-10-17,Dolphin,258,Reef,19.82882422605985,36.498555314315624,0.2613187768032299,1
2010-10-18,Dolphin,91,Open Ocean,20.152158044907413,31.36525232781229,0.8327254067775783,1
2010-10-19,Crab,488,Mangrove,21.366579734596154,37.032911750746806,0.871558862049251,0
2010-10-20,Turtle,335,Open Ocean,18.650254626187735,32.508909223994294,0.17708300584134884,0
2010-10-21,Seagrass,463,Coastal,31.068475450830938,35.73721358972428,0.31882170274647015,0
2010-10-22,Turtle,156,Coastal,28.963986675325764,36.63621427781411,0.539614305026709,1
2010-10-23,Dolphin,52,Mangrove,25.737557618023658,35.4503551817793,0.47984294998979093,0
2010-10-24,Crab,184,Mangrove,30.63263189828893,35.8676514319764,0.7831517823270501,0
2010-10-25,Starfish,422,Open Ocean,28.871166959980076,37.623695015349526,0.34491375225310383,1
2010-10-26,Seagrass,387,Mangrove,23.319184720110446,34.117895766979586,0.15029629062247352,0
2010-10-27,Starfish,234,Mangrove,25.531678537866508,35.32794893968915,0.5159904261874847,0
2010-10-28,Starfish,97,Coastal,30.508344515475486,32.85559787346885,0.47839031850199687,1
