date,sst,salinity,ph,chlorophyll,oxygen,latitude,longitude
02-02-2010,24.43670573,30.18101646,8.382731865,1.829048241,5.401313206,-9.303851127,70.71778069
03-02-2010,24.09953441,36.96672617,8.182740631,1.687664548,8.41768788,12.20038153,44.97997474
04-02-2010,22.09603313,36.87253951,8.388634439,2.496053025,8.682754553,28.10064288,117.635696
05-02-2010,26.64824794,36.35832691,8.092015868,3.335690661,4.51759766,-1.014217662,45.79105378
06-02-2010,31.73110269,36.23372181,8.141533113,0.613158806,4.649455788,3.858261804,31.58341031
07-02-2010,24.2516836,32.66813615,8.002844059,2.352122401,6.133328603,-17.34281882,74.22663812
08-02-2010,26.2045713,34.87107509,7.910124448,0.118846388,5.522677177,3.103233343,61.71978334
09-02-2010,23.73497234,36.11880962,7.969357002,2.066729272,6.880603659,-18.9006572,85.94981689
10-02-2010,21.69536113,31.91779101,7.925877941,2.847659088,8.80876436,-9.05105005,34.09513537
11-02-2010,26.0849138,32.38033617,8.103921986,0.74334612,5.897824459,11.44572926,46.05459874
12-02-2010,22.29869319,30.98830635,8.004702123,1.369345852,4.378640213,28.08312504,80.75475469
13-02-2010,27.03884327,31.79647296,7.861416523,1.183621036,8.426846519,-8.663229474,79.77952264
14-02-2010,23.14036504,36.85057933,8.146299835,0.578270079,8.268923991,24.24493889,48.18566539
15-02-2010,25.16781714,31.75912942,8.294029318,0.400693245,8.740975081,20.1717492,82.90861575
16-02-2010,29.88559896,32.76129113,7.898054105,2.543067326,8.854438312,2.668270237,102.1329801
17-02-2010,22.69417434,31.39204518,8.098316209,1.663640267,5.708343884,-29.67768474,68.21856329
18-02-2010,28.97374296,37.8121944,8.398288198,0.211996323,8.093049737,-6.675637372,40.70051566
19-02-2010,27.66394906,34.00368312,8.177435125,2.65529078,6.679848133,13.66269292,50.77414915
20-02-2010,30.48529727,34.07463967,7.806597515,1.315989558,4.893618243,-10.99788834,38.95814446
21-02-2010,31.66276058,36.55692872,8.295211689,1.514284351,4.227746321,20.72121293,112.1466928
22-02-2010,22.02557389,32.20279957,8.18387854,2.114456412,4.006967725,-11.62524493,105.3986766
23-02-2010,31.06095385,36.62450091,8.260182791,0.134182857,8.361819077,-6.470737091,35.68432819
24-02-2010,27.54820197,31.44349089,8.205412504,2.777541605,7.482704522,27.60043724,117.8962442
25-02-2010,25.60941586,32.36899388,8.21265465,0.159150879,8.847587528,13.64400773,87.46585745
26-02-2010,27.25957714,35.91677515,8.069822335,1.900660157,5.594393218,-21.75234069,63.80570819
27-02-2010,26.23269127,34.9195876,8.398354355,1.006259395,8.285563392,10.96826373,77.07633909
28-02-2010,31.42065117,37.18232006,8.107153938,0.122063132,8.33335082,5.318859516,89.81480609
01-03-2010,22.33411622,34.31204417,7.949233118,0.816439896,4.598141473,21.37470539,99.5326244
02-03-2010,23.22256756,30.35635202,8.255788146,3.237873527,7.715360784,-14.45519114,51.19868388
03-03-2010,28.50574195,36.2243098,7.929137593,1.422864039,6.905177504,7.794160082,66.34278443
04-03-2010,29.2625657,36.66107773,7.925741686,3.324667421,4.91277192,-15.72684877,115.0652585
05-03-2010,28.06469863,34.0012222,8.14217934,2.387249042,6.201801417,20.26109419,42.3727687
06-03-2010,27.04730076,37.16523158,8.197893857,1.072514278,6.717287086,1.891826572,112.1603612
07-03-2010,22.36444968,30.62582277,7.935782962,1.538096313,8.56437441,21.20491761,40.31733613
08-03-2010,28.55446475,36.57922499,8.217885493,3.241290334,4.063834836,3.677002045,44.98591958
09-03-2010,27.15542614,32.56980669,7.975938885,1.063209582,8.238783363,27.9673251,69.06656775
10-03-2010,26.02330585,33.82116837,8.00477468,1.316613885,5.15635763,-17.84911417,73.18517215
11-03-2010,26.34449565,31.25991788,8.10151433,1.411769661,6.563811249,-5.38760895,40.92771258
12-03-2010,22.40678499,34.5657804,8.251134723,1.997297373,8.059262961,0.970030804,70.14905653
13-03-2010,25.1920795,37.18170572,8.098308179,0.660210716,8.012285175,20.46663812,52.86629512
14-03-2010,28.76797771,33.60837,8.385348757,3.029790762,7.290528451,-29.67688543,80.40734847
15-03-2010,25.16123224,31.14673047,8.224081875,1.527367071,6.144686449,11.87439275,115.7931343
16-03-2010,29.53839841,30.61597707,8.096927665,2.224452288,8.196908131,-27.97344501,82.27870189
17-03-2010,22.0826699,30.72606346,7.910790681,1.893970578,8.059881668,-11.50831842,49.76091611
18-03-2010,26.66265565,37.12698789,7.828510662,2.076370892,6.139165083,-0.052709111,37.06791425
19-03-2010,25.40123773,35.43439933,7.864992636,3.221405485,4.825920348,12.89681511,111.8807978
20-03-2010,31.03143896,34.81241764,8.369092778,3.08867183,7.502223459,-21.02688058,75.87368738
21-03-2010,25.35476585,36.03704057,7.90508884,0.202244398,5.351738043,-19.97131481,95.65462734
22-03-2010,30.52401857,30.0229771,8.229424586,1.583678229,5.006693917,8.142059283,70.85790908
23-03-2010,20.78907296,33.7015525,8.304285857,0.104090412,6.071657267,-23.69534483,53.89969683
24-03-2010,20.35514121,36.54046056,8.149594987,0.613821163,7.566569049,-9.757157788,105.4397575
25-03-2010,25.24852836,34.81197178,8.179485036,2.643859147,4.559418905,-3.081717158,110.2606846
26-03-2010,27.5102407,31.79745172,7.924476908,3.100056178,6.82587585,1.248230849,74.02342705
27-03-2010,25.6426935,33.31597697,8.275167979,1.256047168,6.578839137,-22.72270269,100.3081624
28-03-2010,25.57753212,33.13147341,7.971061693,0.840763028,6.105405925,-4.431900829,70.78979271
29-03-2010,31.16627572,37.3732821,8.211216383,0.893244697,7.298574833,-21.75686857,53.56146312
30-03-2010,31.87502864,36.27354207,7.948349754,0.877807491,7.37588951,-0.072222368,36.8909755
31-03-2010,23.77010635,35.46430724,7.972996284,3.295904077,5.539124491,8.239511577,91.96349307
01-04-2010,28.35014135,34.25064771,7.845357848,2.456538065,4.292108331,17.11335343,80.41342171
02-04-2010,24.61632815,31.80100919,8.146178093,1.388293344,7.727361859,-3.70155852,38.93603329
03-04-2010,22.39850427,36.46472144,7.947709663,1.272496069,8.306015831,25.77042055,117.4879256
04-04-2010,26.13876883,32.43443779,8.281490725,3.472719597,7.121828282,-13.48432618,113.652482
05-04-2010,23.64294935,30.35382557,8.1476289,3.206481858,6.612944555,18.76842154,93.79205483
06-04-2010,21.62658526,30.57420446,7.917190507,0.440733424,6.438827099,-11.13333136,50.30008351
07-04-2010,20.96060148,34.21894685,8.108748918,0.263094489,4.676101433,5.423611681,114.9256851
08-04-2010,24.56690269,31.54614689,7.950810916,2.654088594,6.337181718,-4.971113922,103.6746825
09-04-2010,21.12197463,30.01726666,7.817756971,0.215143434,4.289983765,-28.1553083,76.70765003
10-04-2010,28.70944109,36.66176428,7.992455727,2.040911913,4.924096627,-16.36793059,41.32644322
11-04-2010,23.35500162,33.80880333,8.063964421,2.943974911,6.239272003,-4.545482979,93.16574883
12-04-2010,25.17538039,37.94675662,8.323508951,1.835844418,5.927855046,-25.24560131,49.00681083
13-04-2010,22.32374868,36.9882656,7.829558498,1.02737489,8.164402285,-18.8088803,43.5384136
14-04-2010,25.94961107,31.31411717,7.940463444,0.536384906,8.203327521,-12.34706293,74.46656552
15-04-2010,25.11492245,32.7116978,7.999757747,1.39477592,8.866001795,-8.875450621,53.49820977
16-04-2010,29.48830414,34.78662387,8.073850301,0.862406654,7.205512647,-6.417891499,98.63101444
17-04-2010,30.69044307,33.82624137,7.941349411,2.288477675,6.710364598,-26.23535021,50.1381238
18-04-2010,20.84237458,37.62051136,8.101921232,0.298803868,4.167060469,23.27324316,72.24102625
19-04-2010,24.81452055,32.23451652,7.934846274,3.224360172,6.413880733,-4.812417034,112.4846962
20-04-2010,29.84732461,33.50383848,7.894076561,0.417130855,5.627535576,-15.0612361,98.80057547
21-04-2010,29.34939317,32.58059908,8.17744455,1.55289462,7.37006434,-29.94337842,88.40831183
22-04-2010,23.83244693,30.81261177,7.860383136,1.141382793,7.723917764,-13.47534632,32.2013158
23-04-2010,21.54916399,37.76192973,8.19350901,1.64198175,8.500953377,-21.4258108,31.48702408
24-04-2010,25.95018873,32.78993718,7.859760711,2.676466984,5.861763409,-27.67918517,45.16321201
25-04-2010,23.56023811,33.77943451,8.327329877,2.416382984,4.404073607,-28.95512209,61.05665642
26-04-2010,28.12127555,30.17794384,8.244110765,2.975630336,5.584222611,25.28114512,63.46349181
27-04-2010,23.01276076,34.87396213,7.934997881,2.185344466,6.310827625,-22.24879345,111.5404755
28-04-2010,20.03661595,31.3671643,7.96280801,2.24947827,7.203173251,11.23619377,92.60919041
29-04-2010,27.07190303,30.23834034,8.339107499,2.977217858,4.286302494,22.42310293,65.19899068
30-04-2010,30.14381134,37.44648418,7.837808126,0.119491762,7.598790638,-0.845371093,64.66252846
01-05-2010,30.1719196,35.2433627,8.289512594,2.133492799,4.907276867,-17.22612463,84.52164697
02-05-2010,21.65570993,36.87820654,8.046540233,1.959897951,4.417463767,-16.27815805,82.50481154
03-05-2010,27.39923492,35.53836321,8.397482298,1.914643791,7.045493253,7.326572299,71.06770164
04-05-2010,29.21521765,31.42820272,8.032477822,1.03601951,4.875277859,10.34203411,75.74987533
05-05-2010,22.27207745,33.76363247,8.363821175,0.742620869,7.812360371,29.97595177,31.65957261
06-05-2010,24.41491723,33.39095749,7.90954308,3.262415799,7.941370429,27.38221251,82.46094666
07-05-2010,25.41337424,36.29437204,7.836696622,1.503686211,4.36077524,-26.01436592,64.02833787
08-05-2010,22.66088844,31.59622918,8.060510416,0.208121451,8.322831182,-3.27346509,83.65952115
09-05-2010,23.33228293,32.45975709,7.919301441,2.500667961,7.254268127,-2.031766257,51.88100849
10-05-2010,20.0646181,35.02883161,8.258445654,1.524091061,7.996285961,9.025247622,33.70252655
11-05-2010,22.69492105,32.40108538,8.12715112,0.281651243,6.057693491,15.55377869,83.85465502
12-05-2010,22.85153364,37.31239719,8.205501535,0.930639583,7.51433573,12.5940601,54.31299017
13-05-2010,26.49390117,35.93701993,8.091601469,3.499333222,4.675022429,25.18454047,97.41119065
14-05-2010,22.952215,32.44557535,7.878709395,0.503753262,5.728517606,14.63113793,33.06657002
15-05-2010,20.26696218,36.76434728,8.126416394,2.75949639,6.801679632,-10.96080246,45.18609577
16-05-2010,28.78999673,33.06582208,7.935171295,2.57179198,4.622888148,-21.97264902,80.68351568
17-05-2010,21.17273646,34.78823395,8.211592563,0.864924004,5.518635637,8.102609007,65.78685741
18-05-2010,21.0018319,32.07527793,7.888712144,2.84779488,8.085292155,-11.44772519,33.84376684
19-05-2010,24.95983302,32.19941018,8.394952342,0.973228079,8.299899331,-7.092071243,82.1625715
20-05-2010,25.52379511,35.56874402,7.822976885,1.958118803,7.77267887,16.13364807,45.00048592
21-05-2010,28.09140985,37.47455948,8.216919119,1.447526415,7.574737529,3.919807603,110.7220202
22-05-2010,21.90086912,30.79453384,8.388394819,1.382629731,5.881450684,16.80508685,83.16289119
23-05-2010,26.3032097,30.79061309,8.353254199,0.362292484,8.533311031,-0.689338781,76.51059387
24-05-2010,25.8774658,36.17883222,8.234457712,2.086688445,4.274320216,4.291855998,87.41169876
25-05-2010,29.91037014,37.30511806,8.208093436,2.423930422,6.7812996,18.74068716,38.5769513
26-05-2010,22.35214807,33.80695283,8.366415792,2.115176187,6.788069744,-4.896272703,42.6186929
27-05-2010,23.83417933,32.83857245,8.139896019,0.926721676,7.106431571,-24.82519892,52.9772044
28-05-2010,27.75228631,30.33094668,7.933683914,1.260442367,7.194754014,-0.750503564,88.52794303
29-05-2010,21.76612484,32.72615872,8.362707382,0.199937493,6.138064995,20.18265543,117.7912511
30-05-2010,23.81954838,33.98145154,8.320422524,0.421261118,5.118002596,-12.43169481,31.4538348
31-05-2010,22.81661923,34.91332933,8.03797615,3.004995127,8.033250231,27.94931638,81.72078509
01-06-2010,20.47105135,31.80203575,8.336168923,2.927755799,5.658877747,16.35871441,85.23508218
02-06-2010,29.12802044,34.76643973,8.203878786,3.118800188,5.532722581,7.997856928,107.0078569
03-06-2010,28.15997002,30.71649653,8.11608307,1.632846488,6.7644774,11.32825473,57.2624823
04-06-2010,21.09661103,35.15971118,8.052908377,0.959215544,6.521105501,13.36000671,111.4423096
05-06-2010,22.69491689,33.7715721,8.060892158,1.674748549,4.241223537,26.0591087,56.75747259
06-06-2010,20.39832911,34.75422868,7.817903781,3.427231675,6.111303691,-10.21608913,114.6820118
07-06-2010,23.78429587,36.34266279,7.879218168,1.069760517,8.495003842,-21.1361261,118.7632698
08-06-2010,26.1625275,32.87857928,8.309819976,0.787542012,6.68835231,-11.20954008,116.9138405
09-06-2010,20.54238083,35.11677372,7.92192077,0.923807457,7.54911698,17.76332425,116.0600397
10-06-2010,22.00708236,33.32672258,8.041123333,2.190585112,7.676879546,-22.36533471,117.940362
11-06-2010,24.58708658,35.77217905,7.850033224,2.451814025,5.802542498,27.21315984,96.18476962
12-06-2010,22.97116482,36.57991404,8.203142714,0.933288476,8.102540697,-1.753579495,79.27934571
13-06-2010,23.29826446,33.35483803,7.839025718,2.639670475,8.705871566,13.24301489,56.77018402
14-06-2010,24.2309459,34.03850495,8.294393737,1.811280197,8.319145082,-17.17416324,114.4889467
15-06-2010,27.98746838,30.08472445,7.848344405,0.61660804,8.254293603,7.756181612,114.963671
16-06-2010,23.32955193,36.16787634,7.973852933,2.637110309,7.684365147,-0.248963246,46.83537264
17-06-2010,29.00528248,33.70209183,7.839268196,3.388634862,8.06967749,-3.436543598,80.9390674
18-06-2010,27.27975153,37.43316118,8.34501769,1.343035935,5.141223947,-18.80300332,31.48989685
19-06-2010,31.72578,36.25568223,8.167351629,0.567047018,4.24783855,-4.529225698,39.73628514
20-06-2010,29.09909198,30.70505644,8.225789221,1.114963932,4.433949864,-0.847177395,32.8988338
21-06-2010,25.33598195,34.76766145,8.19000141,1.070269428,7.381640536,-5.598347784,33.84340403
22-06-2010,22.34867281,31.2732876,7.895351126,3.462921764,5.697526685,-21.07921468,118.7165008
23-06-2010,22.5243422,33.02763135,8.246964291,1.51309524,8.416567168,-7.817020611,100.8669364
24-06-2010,20.76788875,32.31814942,7.881931798,1.878778642,7.552018374,-12.76880529,68.81848927
25-06-2010,22.58816908,31.63280134,7.905358478,1.912510011,5.367996978,28.42077322,112.3893101
26-06-2010,28.82266895,34.4766763,8.056450998,2.051697552,4.578811398,-10.15848075,74.69153828
27-06-2010,21.30380735,32.53548842,8.253728954,3.436184527,7.303195467,0.241542987,51.86706377
28-06-2010,22.02509133,35.23071504,8.241016324,0.417182764,6.555635896,26.81820199,51.06146024
29-06-2010,28.30965245,37.4716191,8.328012543,2.341138962,4.216670088,26.31773021,77.53392731
30-06-2010,26.43513312,35.98020341,7.817537377,2.773880851,5.202161957,2.513074993,47.88919506
01-07-2010,21.02538881,32.04108746,7.972496217,2.234159245,8.111307757,-15.17162841,58.17909833
02-07-2010,20.68935823,31.24142321,7.84222545,1.620807689,7.893405798,-27.22170044,57.61930495
03-07-2010,31.66291605,35.55970012,7.803168669,2.039867898,6.960279896,-29.29028102,64.75456019
04-07-2010,28.85669527,37.44560933,7.904077764,2.838318833,5.919644813,-3.235963409,101.8149229
05-07-2010,30.84394211,36.46474379,7.854064628,2.08188815,5.668981734,25.30246246,38.82237099
06-07-2010,25.25607028,32.90056829,8.065812787,1.512114041,7.718359705,6.721420605,105.612076
07-07-2010,26.90791962,36.92874654,8.081954438,1.543220451,8.656556721,-13.9261294,114.6733882
08-07-2010,25.86898543,32.88227793,7.839615186,0.857577597,5.703419377,-9.97180055,102.281288
09-07-2010,24.67680779,37.00089141,7.879828561,2.068428228,6.642429005,14.680794,32.99115251
10-07-2010,29.47873887,37.90564037,7.879605087,0.34330321,4.977168566,-0.715468015,88.1068915
11-07-2010,25.52450878,31.47133464,8.057389816,1.898037105,6.511412323,-23.49721221,56.67342482
12-07-2010,22.96530431,31.97545209,8.149505056,1.208895033,7.801619681,1.65632548,97.58796752
13-07-2010,25.59314463,35.29428346,7.983740956,1.72419665,4.296307942,-1.773807536,35.58933425
14-07-2010,26.03095594,37.8324437,7.812522417,1.90981418,7.370375361,19.80781445,63.4229214
15-07-2010,26.91563153,35.64980747,7.967837286,1.43653908,4.129525391,-1.923195096,83.52173095
16-07-2010,27.5838499,30.30413683,8.25398887,2.924281996,4.702410115,-2.915620592,47.24006001
17-07-2010,26.75807517,32.12490773,8.197776025,0.768916735,8.511677986,7.867671977,115.5933037
18-07-2010,29.96156592,36.26765775,7.990495624,3.174221546,5.779494134,-20.18594902,88.50419122
19-07-2010,21.81216666,32.457727,8.29604604,3.491295898,7.749295193,3.984111362,46.2910954
20-07-2010,29.87133474,34.59835367,8.006704742,3.402186484,6.310133315,-27.40939996,50.82487239
21-07-2010,28.77110748,31.64338026,8.066405888,3.060447079,6.338028645,26.67595358,70.80396015
22-07-2010,26.91809044,30.69585362,8.008166155,2.780069734,4.787621087,17.95244438,97.92757458
23-07-2010,21.16135299,33.64678614,8.135821883,3.033234608,7.80512877,21.26846351,63.24716726
24-07-2010,22.64383325,30.8689914,7.954248325,0.592436006,6.005405425,11.83366242,116.4872742
25-07-2010,21.62478291,35.34407762,7.876347678,2.536829325,5.612777237,-23.4337904,98.32956581
26-07-2010,22.52491206,33.80867659,8.225175884,1.617219579,5.382388091,22.2456876,64.0397972
27-07-2010,20.79399846,34.64922292,7.992291186,2.455001806,7.75835571,-19.14194254,101.7160501
28-07-2010,26.56355036,35.06685901,8.043274754,1.14337266,4.875437388,-26.98973727,62.51564163
29-07-2010,25.96369041,35.8961789,7.818726297,0.724237257,6.257646631,-18.99433495,92.49629253
30-07-2010,26.61524942,31.09697293,8.265394446,1.98108793,4.747554525,-5.280753401,75.5915296
31-07-2010,23.74907474,36.74021659,8.109521273,0.868810283,5.491305191,25.1135134,41.4803672
01-08-2010,29.50753018,36.78685189,8.388303252,3.221078803,4.468966871,27.62760433,56.21446736
02-08-2010,24.57831219,32.12313497,7.802071131,0.183185151,4.345996851,-5.753979202,71.57183174
03-08-2010,20.96707182,37.95260658,8.013963868,1.790146059,6.513615662,16.95759096,54.13632318
04-08-2010,22.7887505,32.04697186,8.142276108,0.46324243,7.913338474,-10.23275256,44.52966761
05-08-2010,23.35026572,31.79660889,7.866286982,2.853047894,7.269813374,6.071665711,113.154714
06-08-2010,30.7979981,33.43551636,7.969860091,1.335163952,4.99026631,-19.02712852,118.8290129
07-08-2010,24.6426671,31.94259951,7.905300889,0.142937648,6.677447148,-2.736901918,97.25220241
08-08-2010,22.0391748,31.51473584,8.143548778,3.40553375,7.652707468,-9.0190804,32.85562541
09-08-2010,25.68509734,32.02175717,8.108710243,2.504641915,4.89950172,13.08416068,91.39379539
10-08-2010,30.05671863,31.41575745,8.004615884,0.470635353,8.546639256,0.095597953,110.8403594
11-08-2010,22.92878778,32.1226633,8.300886335,2.502942061,6.262269106,16.43751434,115.3977579
12-08-2010,23.63244355,34.07057782,8.158573849,1.127013767,7.534752391,-19.07891406,66.12580372
13-08-2010,31.46358491,32.29081578,8.393478536,1.395715307,8.222412937,10.37259438,59.72952056
14-08-2010,23.57942442,32.99350039,8.202072483,1.355068439,7.455052091,4.476718068,76.83132529
15-08-2010,22.45472366,36.3207333,8.092715297,0.564576143,4.705967339,20.38882195,78.41397141
16-08-2010,30.21416746,31.74224957,8.365204359,3.284644907,7.098462764,-7.72678986,83.5715265
17-08-2010,29.56737735,36.21840793,8.392866597,3.271726418,7.564205494,13.76174188,118.8892104
18-08-2010,21.2503496,36.98850819,7.966375168,2.363537475,5.720506482,22.92663027,98.69133195
19-08-2010,26.89508897,36.32398111,8.169843211,1.186441582,5.480207037,-7.631897955,55.25754424
20-08-2010,24.97913141,30.38195871,8.104407848,1.929919355,8.880248146,-18.21385155,94.81972614
21-08-2010,24.92360842,32.18455231,8.138976227,3.100192561,6.859660078,5.28684759,76.78848947
22-08-2010,25.50853314,35.86506457,7.960982982,0.214170236,7.996224942,-3.810338299,37.11742798
23-08-2010,26.00293148,30.30057815,8.195006392,1.189930866,7.628119787,-14.79398674,119.7243434
24-08-2010,30.17288255,30.06239005,8.262699891,0.213498973,6.19382879,-22.22789778,35.56462671
25-08-2010,20.37534891,37.27533804,7.959745867,2.689711153,4.203596115,-2.011089452,84.87961201
26-08-2010,31.90677854,30.00823872,7.860588275,0.879219748,5.711181466,10.65712041,73.88588188
27-08-2010,25.13244571,32.50483467,8.009767451,3.331002461,8.541781685,-9.784261732,90.45980982
28-08-2010,24.44305926,35.23887794,8.037131485,0.291615843,7.261355244,-21.50029214,58.20174199
29-08-2010,24.32756303,37.068375,8.147041582,3.039002509,6.084574337,6.029091782,30.65486007
30-08-2010,28.28335226,31.31561891,8.135329831,2.65750979,5.345544861,-2.896413629,102.2895726
31-08-2010,27.74800674,35.03974827,7.965460998,0.727002665,7.870572422,4.835436362,106.6197534
01-09-2010,28.10773531,33.44098824,8.11573897,2.859614461,4.098038232,-3.004330415,80.85977558
02-09-2010,28.01231353,35.39156931,8.020968076,2.403330816,8.403890017,-6.790123357,115.086822
03-09-2010,26.32816032,37.89753629,8.019526856,1.491700078,4.194472147,2.519474236,60.04128892
04-09-2010,27.76823872,30.09391298,8.278171877,2.001228537,6.345869871,-23.86049159,105.3365428
05-09-2010,20.64015385,35.03875087,8.011644391,0.624043987,6.891759825,-12.12778257,53.28716546
06-09-2010,30.73980467,35.6923542,8.248943197,1.840581381,6.711197765,-3.071734616,75.17638216
07-09-2010,20.21061592,35.25447455,8.296529351,1.878265236,8.377698619,28.08174435,38.55369437
08-09-2010,20.11227622,32.94899277,8.361570171,0.948472192,4.122319405,-12.61065083,103.8113922
09-09-2010,29.00064126,34.60049046,8.38571079,1.898358132,7.472117914,29.1169517,60.5372852
10-09-2010,24.23534499,33.8296867,8.144615676,2.261206982,4.252773623,25.86398599,106.3728986
11-09-2010,25.37961909,33.11732154,8.112768554,3.352173721,5.990565111,-14.66483971,97.61613569
12-09-2010,24.13222131,34.11366947,8.371628024,1.057803113,4.217543339,10.80717388,97.08067658
13-09-2010,21.32986693,34.0595696,7.959053504,2.910977111,5.418214155,-11.80342405,98.94706622
14-09-2010,28.36886331,35.99065067,8.00567903,1.872106764,5.93963713,-29.39268095,34.15111725
15-09-2010,20.49145866,34.64311187,7.950031521,2.892126272,4.248609951,-21.01260807,37.2817713
16-09-2010,27.61082661,36.61246404,8.258655337,2.965128005,4.904415489,8.440959076,65.93298253
17-09-2010,31.32344198,37.22561092,7.917291977,0.980021456,6.859224838,-18.28851786,56.09798915
18-09-2010,24.86240254,34.35612151,8.268241731,1.009580293,8.022812013,12.81485514,44.73801319
19-09-2010,23.50879445,37.98178831,8.332882579,0.591558356,7.239908307,-5.852976176,35.88656039
20-09-2010,26.3191925,30.13032404,8.128214331,2.430824111,4.477037666,6.594316399,115.1180897
21-09-2010,26.88831215,31.9231094,7.988103398,2.55074835,8.068155681,14.90741891,34.66121126
22-09-2010,31.26983959,30.09560802,8.25036408,3.349117808,6.086922007,-4.117652265,53.51106246
23-09-2010,27.30043919,35.53735045,7.935080479,1.436234942,4.170693999,3.563056965,87.06551969
24-09-2010,26.61969507,33.07800057,8.103273719,0.553533979,8.432808989,-24.06966194,76.52539977
25-09-2010,21.08317059,33.14424847,8.313062499,1.569871303,6.316858254,-22.90493252,68.41996361
26-09-2010,30.63572919,35.9855603,7.894699046,1.93849083,6.294303573,24.87638005,82.19816206
27-09-2010,29.38157272,33.51651372,7.89742879,3.248897616,7.149921472,-26.14570063,69.89550699
28-09-2010,24.21346773,37.56458383,7.938009752,3.011377015,6.427553092,1.298072087,70.11384349
29-09-2010,20.8947482,34.39740454,8.12511895,0.366214103,4.435747425,1.269844525,50.89239555
30-09-2010,21.97884085,31.30679289,8.318927578,0.279668673,4.777736864,-12.63579517,40.72282204
01-10-2010,29.81370426,36.00470856,8.26155218,0.45327472,4.376403421,14.02420383,114.3563888
02-10-2010,29.9285433,37.07515264,7.818923162,3.230747674,6.75679229,-7.861963774,110.3961406
03-10-2010,21.49394838,31.85200396,7.933215193,1.964343689,7.948126107,-2.158141806,117.610806
04-10-2010,25.14749095,37.58635741,8.132180811,0.40773247,7.65738715,4.435745105,44.0513429
05-10-2010,27.30946102,36.3756855,7.856450209,2.335836632,5.271601449,-17.93827823,112.5805994
06-10-2010,24.1889207,37.08909758,8.007760132,0.46778404,6.701225473,16.27236561,118.6769943
07-10-2010,26.09286514,34.70800717,8.049445565,1.0315499,4.182796125,8.153748022,109.948888
08-10-2010,22.43438056,34.91363306,7.892003524,2.269871815,5.874133957,-9.758982767,34.59872986
