date,species,catch_kg,water_temp,depth_m,vessel_id,fuel_used_l,location_zone
13-04-2010,Salmon,400.9051258,20.56170223,165.0700763,1060,39.8329481,Zone-B
14-04-2010,Sardine,460.5844817,26.91283948,148.0960888,1010,112.9011959,Zone-C
15-04-2010,Mackerel,147.2155433,24.02794474,183.7473346,1083,84.61630574,Zone-C
16-04-2010,Tuna,435.3855182,27.56702,90.86574077,1021,183.633744,Zone-B
17-04-2010,Mackerel,425.7873913,20.8119878,151.3907741,1085,191.0745543,Zone-C
18-04-2010,Tuna,290.8936518,19.14687998,113.7166779,1028,112.0600459,Zone-A
19-04-2010,Salmon,134.0020462,24.47374287,74.13423397,1062,21.73295523,Zone-A
20-04-2010,Mackerel,289.1549819,25.8248967,160.0220322,1098,140.1801179,Zone-A
21-04-2010,Sardine,127.3934897,26.23461304,34.35790986,1025,134.4614398,Zone-C
22-04-2010,Anchovy,157.5108314,27.67330686,143.3201252,1029,115.5747312,Zone-C
23-04-2010,Tuna,400.1419563,28.32924148,34.07664002,1002,23.40001781,Zone-A
24-04-2010,Anchovy,261.2763056,22.42361624,186.3153516,1006,96.72528345,Zone-C
25-04-2010,Anchovy,175.6716203,24.33138117,5.018527396,1039,125.9762927,Zone-B
26-04-2010,Tuna,439.9277102,27.37881613,47.71519715,1001,157.9503072,Zone-C
27-04-2010,Salmon,171.7106687,26.1576306,145.9707869,1057,150.7916554,Zone-B
28-04-2010,Mackerel,236.9393923,26.00635853,52.99804736,1012,142.8761357,Zone-B
29-04-2010,Sardine,212.5730225,22.71382619,67.96157023,1054,97.25339523,Zone-C
30-04-2010,Mackerel,83.93765039,19.25404268,69.15982782,1021,91.66763039,Zone-B
01-05-2010,Tuna,255.0216628,29.51916301,85.52843249,1032,163.8394302,Zone-A
02-05-2010,Salmon,379.7743693,28.9524818,66.55325499,1085,190.663279,Zone-C
03-05-2010,Salmon,182.2588755,21.40484761,20.25219371,1020,150.837244,Zone-B
04-05-2010,Mackerel,229.6409374,24.91703214,176.8303284,1044,175.7442763,Zone-A
05-05-2010,Mackerel,115.6913347,29.20583712,157.2544172,1021,70.06396786,Zone-A
06-05-2010,Anchovy,194.3339938,20.66687046,51.12215577,1038,196.425199,Zone-B
07-05-2010,Mackerel,125.9799434,29.92228901,42.5087759,1002,129.6917299,Zone-C
08-05-2010,Mackerel,463.1616168,23.29584224,21.22848995,1063,163.8008522,Zone-A
09-05-2010,Sardine,98.44245806,28.86705761,163.6462352,1057,52.28114081,Zone-A
10-05-2010,Anchovy,155.133374,27.05723762,5.239706226,1066,197.6785927,Zone-C
11-05-2010,Anchovy,422.0274802,19.25076103,184.5753648,1056,140.5969702,Zone-A
12-05-2010,Anchovy,178.8670486,19.51252363,127.6998881,1040,193.4215036,Zone-C
13-05-2010,Anchovy,358.093907,29.48270212,121.1901008,1018,120.8465194,Zone-C
14-05-2010,Anchovy,312.3761856,26.73080806,90.14465578,1065,99.43268047,Zone-C
15-05-2010,Mackerel,170.4890824,24.58471762,161.9032663,1030,174.2160976,Zone-A
16-05-2010,Anchovy,441.6103769,25.26972357,5.30553535,1024,186.4363359,Zone-B
17-05-2010,Salmon,201.4996204,19.50267561,141.8343117,1026,142.5276629,Zone-A
18-05-2010,Mackerel,329.30523,27.70042341,133.4373844,1086,125.8978781,Zone-B
19-05-2010,Sardine,71.91197085,26.39827032,100.6972702,1015,45.30099427,Zone-B
20-05-2010,Tuna,437.9308779,26.85621264,44.66142208,1084,50.02125162,Zone-A
21-05-2010,Tuna,260.5571922,18.47454793,100.6266089,1059,137.916237,Zone-C
22-05-2010,Tuna,292.6206096,24.59329934,172.5555911,1044,196.0151786,Zone-C
23-05-2010,Anchovy,204.7233559,20.71484469,199.1732237,1029,126.6154875,Zone-A
24-05-2010,Tuna,213.0739801,19.33426233,195.5983603,1042,167.5225056,Zone-C
25-05-2010,Salmon,115.0820604,25.11090497,170.5148493,1008,21.64095313,Zone-C
26-05-2010,Anchovy,459.8188024,27.8728656,110.3922141,1051,144.0768803,Zone-C
27-05-2010,Tuna,172.8415716,25.56744166,151.9263924,1003,27.2066558,Zone-C
28-05-2010,Salmon,64.12497792,24.70484672,75.64022273,1011,180.4271903,Zone-A
29-05-2010,Sardine,369.8967677,29.50505218,36.61700054,1057,20.33988571,Zone-A
30-05-2010,Tuna,304.8164233,22.62838551,30.97282871,1079,190.2966862,Zone-B
31-05-2010,Anchovy,120.1832531,28.13839563,134.0581144,1041,118.4283087,Zone-A
01-06-2010,Tuna,482.9790581,24.67641351,92.57656165,1031,75.65203898,Zone-C
02-06-2010,Sardine,283.2665632,18.04480324,31.4719435,1045,134.2905595,Zone-A
03-06-2010,Sardine,364.0742994,27.79989411,114.2392829,1022,127.1218133,Zone-C
04-06-2010,Sardine,393.4440898,20.09944142,139.7535099,1024,143.9735726,Zone-B
05-06-2010,Anchovy,406.7112283,27.265945,95.92498328,1020,80.79769935,Zone-C
06-06-2010,Anchovy,477.8919718,23.56010508,97.7648898,1040,53.58529747,Zone-B
07-06-2010,Anchovy,63.28324444,25.13817116,141.5777182,1047,62.93812372,Zone-C
08-06-2010,Salmon,387.2385135,19.61520081,58.6198826,1056,112.1241355,Zone-B
09-06-2010,Tuna,212.9780928,29.74802515,103.6176581,1087,117.1368399,Zone-C
10-06-2010,Salmon,133.5788928,28.19408039,114.2804878,1016,61.73892163,Zone-A
11-06-2010,Anchovy,287.2377206,20.93270786,141.9635308,1041,29.25424532,Zone-A
12-06-2010,Anchovy,399.5215513,25.07019559,88.23076243,1067,76.58340154,Zone-A
13-06-2010,Sardine,168.1965833,29.3086793,61.66651693,1025,57.80339309,Zone-C
14-06-2010,Anchovy,300.4635858,28.67166942,97.85601023,1003,194.5139876,Zone-B
15-06-2010,Sardine,474.9242284,23.05250219,91.90679928,1070,55.16129718,Zone-C
16-06-2010,Anchovy,235.0925575,27.18901181,12.3656805,1040,129.3521307,Zone-B
17-06-2010,Tuna,95.07478719,26.70018069,127.18942,1061,158.0430653,Zone-B
18-06-2010,Tuna,351.4688045,26.11754262,165.6462937,1021,185.0440886,Zone-C
19-06-2010,Sardine,107.4712638,18.19620157,157.9773631,1006,20.49059167,Zone-B
20-06-2010,Mackerel,177.4473292,18.44653237,150.7933099,1098,154.7222927,Zone-B
21-06-2010,Sardine,431.0342578,20.73520864,193.891329,1087,132.3799231,Zone-C
22-06-2010,Mackerel,216.6622199,26.50719784,125.9921801,1046,169.1210697,Zone-C
23-06-2010,Salmon,209.218674,21.46671421,110.9901679,1018,57.45215488,Zone-B
24-06-2010,Salmon,150.3078398,29.61698089,174.536602,1021,40.35148457,Zone-B
25-06-2010,Anchovy,380.0860897,22.42498321,127.427604,1079,164.3303939,Zone-B
26-06-2010,Salmon,197.1215437,23.06164937,99.18353629,1006,192.6236953,Zone-B
27-06-2010,Anchovy,389.3217902,18.56270886,24.6703619,1074,191.8595057,Zone-A
28-06-2010,Salmon,311.1568949,22.0463855,38.89101864,1091,65.72107147,Zone-B
29-06-2010,Salmon,175.4657307,20.24810616,161.9708502,1038,147.9190635,Zone-B
30-06-2010,Anchovy,226.7899374,25.07494969,166.3706373,1017,122.7333911,Zone-B
01-07-2010,Salmon,374.7466007,27.38765484,55.43266302,1053,27.84294559,Zone-B
02-07-2010,Tuna,367.3211003,22.50031755,59.44015844,1024,144.985391,Zone-A
03-07-2010,Salmon,173.7403447,28.7012235,130.7978102,1051,167.8607053,Zone-B
04-07-2010,Tuna,362.1695611,22.99013651,158.274119,1075,123.7997738,Zone-B
05-07-2010,Sardine,200.9807218,27.27963113,178.3516099,1023,139.0541823,Zone-C
06-07-2010,Mackerel,495.5848055,20.92699767,178.7101825,1056,177.2157665,Zone-B
07-07-2010,Salmon,342.3505461,25.25411616,133.5966158,1022,96.50635512,Zone-A
08-07-2010,Anchovy,169.2752813,28.86389134,172.2251075,1003,141.8960684,Zone-C
09-07-2010,Sardine,62.51537684,21.00087219,27.23845615,1083,153.5306046,Zone-A
10-07-2010,Mackerel,146.5952989,20.47404905,23.3506272,1065,23.50419691,Zone-C
11-07-2010,Mackerel,408.1258279,27.13660687,62.04057577,1017,85.77922754,Zone-A
12-07-2010,Sardine,147.6903511,19.36604733,41.77772138,1028,82.73065354,Zone-A
13-07-2010,Sardine,221.8347095,23.66472575,104.4845923,1061,108.730474,Zone-C
14-07-2010,Salmon,340.1575115,20.42162078,84.7510059,1035,38.96559655,Zone-B
15-07-2010,Sardine,346.414384,28.09525173,172.8414002,1043,74.76181733,Zone-C
16-07-2010,Anchovy,407.6638394,25.68378561,124.773683,1027,104.1999108,Zone-B
17-07-2010,Mackerel,189.447658,27.5682879,123.5202082,1077,59.89253478,Zone-C
18-07-2010,Tuna,117.2373045,21.14115928,102.554879,1015,42.70895649,Zone-A
19-07-2010,Anchovy,240.6237713,27.5100693,68.62583079,1052,83.15585816,Zone-B
20-07-2010,Sardine,481.1882742,19.2174928,74.93454995,1030,164.7270206,Zone-C
21-07-2010,Sardine,276.1964004,21.86611512,189.0817231,1014,105.9245972,Zone-B
22-07-2010,Mackerel,377.894486,21.30409994,13.27476712,1069,25.55028589,Zone-B
23-07-2010,Salmon,474.7666819,27.65305669,56.04974724,1089,165.3957049,Zone-A
24-07-2010,Salmon,458.7799888,22.34146744,49.28055699,1003,56.51228775,Zone-C
25-07-2010,Tuna,109.4828665,23.90073111,189.4422872,1049,40.32274917,Zone-A
26-07-2010,Mackerel,300.6277302,21.96180169,135.4157357,1087,174.2062013,Zone-C
27-07-2010,Mackerel,201.4851515,19.29696813,97.33553351,1055,149.6008903,Zone-C
28-07-2010,Mackerel,173.6717877,28.2969633,8.75933975,1030,116.7529698,Zone-C
29-07-2010,Salmon,228.7592053,23.63045715,141.6881064,1005,152.3543734,Zone-C
30-07-2010,Sardine,316.6672151,28.67960876,139.8217774,1056,159.6182176,Zone-B
31-07-2010,Mackerel,484.4364548,29.43572199,178.8879171,1010,45.93840461,Zone-B
01-08-2010,Tuna,222.1858399,21.94954301,30.73221682,1019,135.2827183,Zone-A
02-08-2010,Mackerel,90.92237741,29.4186575,6.62323577,1007,25.27383283,Zone-A
03-08-2010,Mackerel,88.11040498,26.77365447,155.6338901,1001,25.40270619,Zone-A
04-08-2010,Anchovy,375.0902555,19.14357811,125.7884626,1070,149.7809214,Zone-C
05-08-2010,Sardine,342.3006699,19.16071438,159.0280156,1003,87.09051949,Zone-C
06-08-2010,Anchovy,197.2417523,23.8870385,67.51534841,1086,33.52787687,Zone-A
07-08-2010,Sardine,295.8999221,18.85660543,66.04510308,1023,74.83631886,Zone-A
08-08-2010,Tuna,73.62095632,26.27652228,185.0356617,1069,185.9694619,Zone-B
09-08-2010,Sardine,310.1476435,23.02378165,161.0828379,1091,52.06155675,Zone-A
10-08-2010,Tuna,442.9436294,28.54635778,123.490096,1095,36.1713723,Zone-B
11-08-2010,Salmon,315.1545699,22.18124081,187.063705,1078,110.8292171,Zone-C
12-08-2010,Salmon,133.4258228,29.75688769,132.9268046,1079,81.08597206,Zone-C
13-08-2010,Salmon,331.3366863,28.03985633,184.7500779,1085,159.715521,Zone-A
14-08-2010,Tuna,199.1625699,23.16059862,28.53141457,1082,121.7556646,Zone-C
15-08-2010,Tuna,415.4238363,28.57988812,87.54802989,1019,105.4685321,Zone-A
16-08-2010,Sardine,256.9520157,19.09624008,136.880068,1036,111.8821455,Zone-C
17-08-2010,Mackerel,379.6161314,27.29690263,144.9622084,1090,20.37530033,Zone-A
18-08-2010,Sardine,73.2506501,27.69873818,21.88043807,1042,40.73874594,Zone-C
19-08-2010,Tuna,346.4499976,20.95683928,41.04004386,1005,40.50306171,Zone-C
20-08-2010,Salmon,381.7339548,22.83790024,195.4809179,1046,166.1082128,Zone-C
21-08-2010,Mackerel,361.8581595,25.07294723,34.18949543,1027,168.2733361,Zone-A
22-08-2010,Sardine,456.329291,20.21408347,174.8310987,1057,137.0100548,Zone-C
23-08-2010,Mackerel,297.6918812,22.67739128,155.4933432,1050,162.5570709,Zone-A
24-08-2010,Tuna,462.289597,26.42547271,108.7654197,1052,199.8376498,Zone-B
25-08-2010,Mackerel,337.0877953,24.12444192,75.5879032,1084,161.055134,Zone-A
26-08-2010,Anchovy,293.6501816,25.63816942,126.5673837,1057,184.6847457,Zone-B
27-08-2010,Salmon,126.3293322,21.33106748,173.2535703,1042,78.29848422,Zone-C
28-08-2010,Tuna,193.5510164,25.46578026,17.24041253,1019,56.41324891,Zone-A
29-08-2010,Salmon,308.2272568,25.43712099,37.85009329,1005,184.1788127,Zone-B
30-08-2010,Tuna,323.8299285,27.79795547,148.132808,1027,138.3639221,Zone-C
31-08-2010,Sardine,432.5736048,23.01027319,111.1987971,1090,181.5143811,Zone-C
01-09-2010,Salmon,249.2616337,24.2953236,128.4647431,1020,106.3407835,Zone-A
02-09-2010,Mackerel,119.168653,26.88408478,180.3966656,1079,93.79044862,Zone-A
03-09-2010,Salmon,286.171008,26.80364345,35.31485015,1077,63.40220099,Zone-B
04-09-2010,Mackerel,99.82186962,21.50720715,120.9525529,1093,98.71746083,Zone-A
05-09-2010,Tuna,245.9143855,20.19297877,193.3826643,1052,86.25523715,Zone-A
06-09-2010,Anchovy,268.1383306,29.30850563,85.68056207,1023,121.7239684,Zone-B
07-09-2010,Mackerel,163.275175,22.80056024,102.2358714,1076,23.1894188,Zone-A
08-09-2010,Mackerel,115.3685944,21.49904209,6.589583578,1001,66.22608998,Zone-A
09-09-2010,Sardine,54.80063003,27.18399167,18.30763904,1083,51.08796489,Zone-C
10-09-2010,Anchovy,54.77243699,29.66151028,147.7030646,1037,127.0787351,Zone-A
11-09-2010,Tuna,300.1127618,27.12854105,175.7413358,1042,132.2775518,Zone-B
12-09-2010,Sardine,297.1686719,24.78764849,29.161299,1060,110.8105992,Zone-C
13-09-2010,Sardine,486.4688163,27.61026483,165.4292025,1032,178.5322923,Zone-B
14-09-2010,Sardine,145.6330501,28.00312331,171.21078,1063,179.836486,Zone-B
15-09-2010,Salmon,155.1263298,24.89973399,59.71256091,1024,190.2566753,Zone-A
16-09-2010,Mackerel,423.6845019,29.36027966,17.9287994,1047,184.735994,Zone-B
17-09-2010,Sardine,494.6789046,29.10310801,171.4646075,1033,175.85817,Zone-C
18-09-2010,Anchovy,235.1782686,22.87132646,24.71330609,1092,45.21873776,Zone-A
19-09-2010,Mackerel,103.2091546,28.8010269,113.5691428,1048,69.42826986,Zone-C
20-09-2010,Tuna,342.4061827,21.45295056,83.01031008,1071,190.0937408,Zone-A
21-09-2010,Salmon,83.11529314,20.46371898,122.0732926,1073,169.7088987,Zone-B
22-09-2010,Anchovy,423.5430071,18.08613185,170.0493542,1033,151.3841897,Zone-B
23-09-2010,Salmon,209.1805625,28.01260656,160.9434872,1044,189.1645262,Zone-A
24-09-2010,Sardine,390.9442492,23.9593626,163.2727773,1075,99.98826473,Zone-B
25-09-2010,Mackerel,460.7402453,19.9591885,125.065687,1090,199.8841255,Zone-B
26-09-2010,Mackerel,398.6847356,19.63662055,70.57065165,1090,38.3188144,Zone-B
27-09-2010,Tuna,62.90979129,27.76612196,55.04351074,1075,82.81932476,Zone-A
28-09-2010,Salmon,427.1976953,23.84513647,112.5715405,1073,145.9858918,Zone-A
29-09-2010,Sardine,172.0163819,19.8807337,51.50495146,1053,141.8290025,Zone-A
30-09-2010,Salmon,188.637311,18.03139536,188.1167304,1023,105.0503613,Zone-B
01-10-2010,Sardine,246.292023,19.22443306,129.1017466,1084,197.3723793,Zone-A
02-10-2010,Anchovy,208.853266,24.24953504,82.17323486,1084,75.76136559,Zone-C
03-10-2010,Anchovy,309.7641966,23.36335563,141.0381487,1079,60.34722796,Zone-B
04-10-2010,Tuna,484.4820717,29.11346263,57.29016543,1065,190.3303288,Zone-A
05-10-2010,Salmon,311.0124524,26.21766207,118.4273275,1098,167.1615388,Zone-C
06-10-2010,Salmon,496.3165354,20.41554913,155.1188757,1077,25.65444628,Zone-C
07-10-2010,Salmon,297.8505041,21.12015736,40.88359997,1014,43.24877276,Zone-C
08-10-2010,Salmon,346.0497029,23.96317469,77.28344484,1074,92.16191918,Zone-A
09-10-2010,Mackerel,62.19752326,22.73103314,185.8751399,1043,187.6114545,Zone-B
10-10-2010,Salmon,99.91670798,23.05484418,41.86086405,1075,170.6985892,Zone-B
11-10-2010,Tuna,95.52695058,24.05511846,172.8899724,1014,117.1299561,Zone-C
12-10-2010,Salmon,217.7788397,22.23541754,128.8708782,1054,113.3946028,Zone-C
13-10-2010,Salmon,297.8198784,21.73584709,28.8068861,1054,68.29413505,Zone-B
14-10-2010,Tuna,193.7740584,20.2513011,72.03260441,1075,103.0376676,Zone-B
15-10-2010,Salmon,96.14596216,29.20048156,191.1838815,1083,115.4569077,Zone-C
16-10-2010,Anchovy,286.2219945,27.28621657,151.618448,1081,82.72904857,Zone-C
17-10-2010,Mackerel,275.702989,23.68851405,124.8311743,1062,75.66855957,Zone-B
18-10-2010,Sardine,284.4060995,27.32563158,98.57702205,1041,152.9698599,Zone-A
19-10-2010,Tuna,281.7889192,26.08011762,198.3242238,1094,52.46863169,Zone-B
20-10-2010,Salmon,483.8549529,29.09183507,127.7995396,1006,113.233883,Zone-C
21-10-2010,Anchovy,89.55239829,23.34901787,155.6680775,1092,148.5594646,Zone-B
22-10-2010,Salmon,484.0007062,24.10747526,127.3666375,1050,162.7918837,Zone-B
23-10-2010,Anchovy,433.9895325,18.69057383,165.1715471,1096,34.39577121,Zone-A
24-10-2010,Sardine,328.9545318,24.60601547,197.9742239,1018,177.6154712,Zone-B
25-10-2010,Tuna,412.0850746,26.61095015,164.5264265,1099,29.03426021,Zone-A
26-10-2010,Anchovy,381.3298573,18.88409861,197.6952885,1039,182.4731448,Zone-C
27-10-2010,Sardine,364.2086049,18.87509182,144.3801712,1091,84.48808668,Zone-B
28-10-2010,Sardine,410.472596,22.29851302,181.690714,1046,169.9623896,Zone-B
29-10-2010,Mackerel,361.0504092,21.49872501,10.28892821,1098,156.710077,Zone-C
30-10-2010,Sardine,380.5133729,25.24567293,120.7295055,1003,197.1162284,Zone-A
31-10-2010,Mackerel,458.7694444,22.57895972,14.67807153,1062,65.27107397,Zone-A
01-11-2010,Anchovy,242.2476945,18.71387683,15.30620872,1057,112.3533342,Zone-A
02-11-2010,Tuna,144.5530985,19.60171223,163.9173724,1051,179.6725632,Zone-B
03-11-2010,Salmon,204.1757234,29.00775464,120.499771,1060,156.0967439,Zone-B
04-11-2010,Sardine,148.5488399,24.80242898,145.6600457,1059,104.9975601,Zone-B
